hole_id;depth_from;depth_to;samp_id;z_1000;z_710;z_500;z_355;z_250;z_180;z_125;z_90;z_63;z_0;afa;ags;theor_spec_surface;fineness_modulus;clay;code_geol;Comment
LBU_01_1;18;19;;0;0.1;0.9;3.2;9.6;13.7;36.4;27.1;8.1;0.7;91;170;;;;;Analyse na Wassing
LBU_01_1;19;20;;0.6;0.4;2.4;6.5;14.8;17.7;19.6;31.1;6.4;0.6;85;204;;;;;Analyse na Wassing
LBU_01_1;20;21;;0.1;0.3;1.9;5.9;14.1;19.6;18.7;32.3;6.6;0.4;86;194;;;;;Analyse na Wassing
LBU_01_1;21;22;;0.1;0.1;0.7;3.5;12.5;22.8;18.5;32.8;8.2;0.9;91;178;;;;;Analyse na Wassing
LBU_01_1;22;23;;0;0.1;0.7;4.6;17.3;36.6;15.3;18.4;6.4;0.6;78;204;;;;;Analyse na Wassing
LBU_01_1;23;24;;0;0;0.6;8.2;29.1;31.4;14.2;10.4;5.9;0.2;69;232;;;;;Analyse na Wassing
LBU_01_1;24;25;;0;0.1;0.5;6.7;37.3;36.7;9;6.7;2.7;0.3;62;247;;;;;Analyse na Wassing
LBU_01_1;25;26;;0.1;0;0.4;5.4;31.7;41.8;14.6;3.6;2.2;0.2;62;240;;;;;Analyse na Wassing
LBU_01_1;26;27;;0;0;0.3;3.7;27;48;15.8;3.4;1.5;0.2;63;231;;;;;Analyse na Wassing
LBU_01_1;27;28;;0;0.1;0.2;2.5;21;60.9;11.4;2.5;1.2;0.2;63;228;;;;;Analyse na Wassing
LBU_01_1;28;29;;0;0;0.1;1.7;17.6;59.7;18.2;1.6;1.1;0.1;64;220;;;;;Analyse na Wassing
LBU_01_1;29;30;;0;0;0.1;1.5;20.5;56.5;18.9;1.5;0.7;0.2;64;222;;;;;Analyse na Wassing
LBU_01_1;30;31;;0;0;0.1;2.6;25.8;60.8;9.3;0.9;0.4;0.1;60;236;;;;;Analyse na Wassing
LBU_01_1;31;32;;0;0;0.1;2.7;28.3;56.4;11.3;0.6;0.5;0.1;59;237;;;;;Analyse na Wassing
LBU_01_1;32;33;;0.5;0;0.3;5;31.4;50.5;10.8;0.8;0.4;0.2;58;250;;;;;Analyse na Wassing
LBU_01_1;33;34;;0;0;0.8;8.2;29.7;51.9;8;0.7;0.4;0.2;57;255;;;;;Analyse na Wassing
LBU_01_1;34;35;;0;0.1;1.6;10.7;28.3;49.6;8.5;0.7;0.4;0.1;56;263;;;;;Analyse na Wassing
LBU_01_1;35;36;;0;0.1;4.1;13.7;30.5;39.9;9.9;1;0.5;0.2;54;279;;;;;Analyse na Wassing
LBU_01_1;36;37;;0;0;3.4;12.8;29.5;45.2;7.5;1;0.4;0.1;54;274;;;;;Analyse na Wassing
LBU_01_1;37;38;;0;0.1;2.6;12.3;22.3;42.6;16.1;3.1;0.7;0.2;59;257;;;;;Analyse na Wassing
LBU_01_1;38;39;;0;0;2.3;9.8;24.3;38.9;18.9;4.5;0.7;0.4;61;247;;;;;Analyse na Wassing
LBU_01_1;39;40;;0;0.1;1.7;9.3;27.2;40.4;16.4;3.8;0.7;0.4;60;250;;;;;Analyse na Wassing
LBU_01_1;40;41;;0;0;1.5;10.6;30.5;40.5;12.4;3.3;0.7;0.4;58;257;;;;;Analyse na Wassing
LBU_01_1;41;42;;0;0;0.6;6.3;21.6;43.6;21.9;4.7;0.9;0.4;65;229;;;;;Analyse na Wassing
LBU_01_1;42;43;;0;0;0.8;5.6;20.4;41.9;23.8;6.3;0.7;0.3;66;224;;;;;Analyse na Wassing
LBU_01_1;43;44;;0;0;0.6;4.6;17.1;49.3;20.6;6.6;0.8;0.3;67;220;;;;;Analyse na Wassing
LBU_01_1;44;45;;0;0;0.3;3.2;12.5;48.5;27.2;6.8;1;0.3;70;207;;;;;Analyse na Wassing
LBU_01_2;4;5;;0.6;0.2;1.5;2.8;3.2;7.2;60;22.2;1.8;0.3;87;172;;;;;Analyse na Wassing
LBU_01_2;5;6;;0.7;0.3;1.1;7.6;22.6;33.9;20;11.5;2.1;0.1;68;236;;;;;Analyse na Wassing
LBU_01_2;6;7;;0.4;0.1;1.1;9.5;30.8;33.9;15.6;7.1;1;0.4;62;251;;;;;Analyse na Wassing
LBU_01_2;7;8;;0.4;0.2;1.5;11.4;35.3;30;14.6;5.8;0.7;0.1;58;265;;;;;Analyse na Wassing
LBU_01_2;8;9;;0;0;0.4;6;24.9;33.9;26.7;6.5;1.1;0.4;67;225;;;;;Analyse na Wassing
LBU_01_2;9;10;;0.5;0.1;1.1;6.7;21.4;32.6;26.8;9.6;0.9;0.2;68;229;;;;;Analyse na Wassing
LBU_01_2;10;11;;0.4;0.1;1.6;8.5;21;23.9;28.2;14.1;1.8;0.4;71;226;;;;;Analyse na Wassing
LBU_01_2;11;12;;0;0.1;0.8;4.7;15.2;19.4;27.8;24.7;6.6;0.6;85;188;;;;;Analyse na Wassing
LBU_01_2;12;13;;0.1;0.2;1.9;5.2;14.9;21.8;24;26.3;5;0.5;83;197;;;;;Analyse na Wassing
LBU_01_2;13;14;;0;0.1;1.1;4.3;17.8;29;24.5;18.1;4.7;0.3;78;203;;;;;Analyse na Wassing
LBU_01_2;14;15;;0.1;0.1;1.4;4.6;16.9;28.5;22.5;20.3;5.3;0.3;79;203;;;;;Analyse na Wassing
LBU_01_2;15;16;;0;0.1;0.9;4.3;17.1;27.8;23.2;18.2;7.5;0.8;81;197;;;;;Analyse na Wassing
LBU_01_2;16;17;;0;0;0.2;4.7;24.7;37.1;17.4;10.1;5.1;0.6;72;217;;;;;Analyse na Wassing
LBU_01_2;17;18;;0;0;1.1;10.5;36.1;38.5;8.7;3.6;1.2;0.2;57;262;;;;;Analyse na Wassing
LBU_01_2;18;19;;0;0;1.1;9;33.4;38.3;12;4.3;1.6;0.2;60;253;;;;;Analyse na Wassing
LBU_01_2;19;20;;0;0;0.3;6.8;34.9;42.7;11;2.5;1.4;0.3;59;249;;;;;Analyse na Wassing
LBU_01_2;20;21;;0;0;0.5;11.8;41.1;37.1;7.7;1.1;0.4;0.1;53;271;;;;;Analyse na Wassing
LBU_01_2;21;22;;0;0;0.6;12.2;35.6;39.7;9.5;1.5;0.6;0.3;56;265;;;;;Analyse na Wassing
LBU_01_2;22;23;;0;0;0.3;12.9;38;38.7;9.1;0.6;0.3;0.1;54;270;;;;;Analyse na Wassing
LBU_01_2;23;24;;0;0;0.2;8.7;30.2;44.1;13.3;1.8;1;0.6;60;248;;;;;Analyse na Wassing
LBU_01_2;24;25;;0;0;0.6;11.5;32.8;39.8;13.6;1.1;0.3;0.3;57;260;;;;;Analyse na Wassing
LBU_01_2;25;26;;0;0;0.7;9.6;31.9;44.9;11.4;0.9;0.2;0.2;56;257;;;;;Analyse na Wassing
LBU_01_2;26;27;;0;0;0.6;7.5;27.7;48.4;13.3;1.7;0.5;0.2;59;246;;;;;Analyse na Wassing
LBU_01_2;27;28;;0;0;0.3;4.7;25.3;52.5;14.6;1.6;0.5;0.4;61;236;;;;;Analyse na Wassing
LBU_01_2;28;29;;0;0;0.2;5.2;29.7;49.6;13.7;0.9;0.4;0.2;59;242;;;;;Analyse na Wassing
LBU_01_2;29;30;;0;0;0.3;4.2;27.5;49.8;16.3;1.4;0.3;0.2;60;237;;;;;Analyse na Wassing
LBU_01_2;30;31;;0;0;0.4;5.6;30.5;49.8;12.1;1.1;0.2;0.2;58;246;;;;;Analyse na Wassing
LBU_01_2;31;32;;0;0;0.2;3.6;29.9;51.7;12.7;1.2;0.3;0.2;59;239;;;;;Analyse na Wassing
LBU_01_2;32;33;;0;0;0.2;2.2;35.1;56;5.9;0.4;0.1;0.1;57;247;;;;;Analyse na Wassing
LBU_01_2;33;34;;0;0;0.1;2.3;30.7;57.1;8.8;0.6;0.2;0.1;58;240;;;;;Analyse na Wassing
LBU_01_2;34;35;;0;0;0.1;2;35.9;54;7.4;0.4;0.1;0.1;57;246;;;;;Analyse na Wassing
LBU_01_3;9;10;;0.2;0.3;1.6;4.6;14.9;17.1;23.1;27.4;10;0.7;89;189;;;;;Analyse na Wassing
LBU_01_3;10;11;;0.2;0.2;1.1;4.5;14.1;19.2;23.1;29;8;0.5;88;187;;;;;Analyse na Wassing
LBU_01_3;11;12;;0.6;0.1;0.8;3.5;14.4;22.9;19.5;29.6;8;0.5;87;188;;;;;Analyse na Wassing
LBU_01_3;12;13;;0;0.1;0.6;4.3;17.6;28.9;20.5;17.5;10;0.4;82;196;;;;;Analyse na Wassing
LBU_01_3;13;14;;0.1;0.1;1.1;6.7;20.4;36.5;19;11.2;4.6;0.2;71;222;;;;;Analyse na Wassing
LBU_01_3;14;15;;0;0;0.6;4.2;27.7;43.5;13;7.7;2.9;0.2;66;229;;;;;Analyse na Wassing
LBU_01_3;15;16;;0;0.1;0.4;4.4;30.6;43.7;10.8;6.2;3.6;0.2;65;235;;;;;Analyse na Wassing
LBU_01_3;16;17;;0;0;0.2;3.9;33.2;45.5;11.2;4.2;1.5;0.1;61;239;;;;;Analyse na Wassing
LBU_01_3;17;18;;0;0;0.3;6.9;39;44.9;6.9;1.2;0.7;0.1;56;258;;;;;Analyse na Wassing
LBU_01_3;18;19;;0;0;0.2;4.5;32.9;48.2;11.7;1.6;0.7;0.1;59;244;;;;;Analyse na Wassing
LBU_01_3;19;20;;0;0;0.1;2.1;25.6;61.2;9;1.2;0.7;0.1;60;234;;;;;Analyse na Wassing
LBU_01_3;20;21;;0;0;0;1.6;20;61;15.3;1.3;0.6;0.1;63;224;;;;;Analyse na Wassing
LBU_01_3;21;22;;0;0;0;0.7;18.1;67;12.5;1.1;0.5;0.1;62;222;;;;;Analyse na Wassing
LBU_01_3;22;23;;0;0;0;0.3;15;67.8;15.3;0.9;0.4;0.1;63;217;;;;;Analyse na Wassing
LBU_01_3;23;24;;0;0;0;0.5;19.1;69.7;9.3;0.7;0.5;0.2;62;225;;;;;Analyse na Wassing
LBU_01_3;24;25;;0;0;0;1.8;34.4;56.5;6.4;0.4;0.3;0.1;57;244;;;;;Analyse na Wassing
LBU_01_3;25;26;;0;0;0;2.8;37.9;50.9;7.1;0.6;0.4;0.3;57;248;;;;;Analyse na Wassing
LBU_01_3;26;27;;0;0;0;4.9;40;47.1;7.2;0.4;0.2;0.1;55;255;;;;;Analyse na Wassing
LBU_01_3;27;28;;0;0;0.1;5.2;40.9;46;7;0.4;0.1;0.1;55;257;;;;;Analyse na Wassing
LBU_01_3;28;29;;0;0;0.1;5.8;41;46;6.2;0.5;0.2;0.1;55;258;;;;;Analyse na Wassing
LBU_01_3;29;30;;0;0;0;8.1;46.2;39.5;5.5;0.4;0.2;0.1;53;268;;;;;Analyse na Wassing
LBU_01_3;30;31;;0;0;0.3;6.8;38.9;42.8;9.6;0.9;0.3;0.3;56;256;;;;;Analyse na Wassing
LBU_01_3;31;32;;0;0;0.3;6.8;38.4;44.1;9;0.7;0.3;0.2;56;257;;;;;Analyse na Wassing
LBU_01_3;32;33;;0;0;0.4;6.2;37.5;45.5;9;0.8;0.3;0.1;56;255;;;;;Analyse na Wassing
LBU_01_3;33;34;;0.1;0.1;2.2;7.8;22.3;41.5;22.4;2.8;0.5;0.4;62;243;;;;;Analyse na Wassing
LBU_01_3;34;35;;0;0;0.6;3.8;17.7;52.6;22.5;2.3;0.2;0.1;64;223;;;;;Analyse na Wassing
LBU_02_1;22;31;;0.1;0.3;2.5;10.3;24.8;23.4;24.1;11.8;2.5;0.1;68;240;;;;;Analyse na Wassing
LBU_02_1;32;33;;0.1;0.2;1.6;8.3;33;30.6;20.3;4.5;1.4;0.1;61;251;;;;;Analyse na Wassing
LBU_02_1;33;34;;0;0.1;1.1;12.4;40.3;32.5;10.9;2;0.6;0.1;55;272;;;;;Analyse na Wassing
LBU_02_1;34;37;;0;0.1;1.3;12.8;40.7;34.7;9.3;0.9;0.2;0;53;276;;;;;Analyse na Wassing
LBU_02_1;37;41;;0;0;0.6;11.6;42.6;38.1;5.9;0.9;0.2;0;52;274;;;;;Analyse na Wassing
LBU_02_2;17;23;;3.1;0.3;0.7;3.4;20;39.2;21.1;8.7;2.6;0.9;69;247;;;;;Analyse na Wassing
LBU_02_2;25;28;;0.2;0;0.2;1.2;19.8;50.7;24;2.9;0.7;0.2;66;218;;;;;Analyse na Wassing
LBU_02_2;28;30;;0;0;0.1;0.8;20.3;54.3;22.2;1.5;0.5;0.2;64;218;;;;;Analyse na Wassing
LBU_02_2;30;34;;0;0;0.1;1.3;30.4;52.7;14.6;0.6;0.2;0.1;60;235;;;;;Analyse na Wassing
LBU_02_2;34;40;;0.2;0;0;1.7;32.9;52.8;11.7;0.4;0.1;0;58;241;;;;;Analyse na Wassing
LBU_02_2;40;41;;0;0;0.1;1.8;33.2;52.5;11.8;0.4;0.1;0.1;58;240;;;;;Analyse na Wassing
LBU_02_3;15;20;;0.9;0.2;0.7;3.3;15.6;27.3;22.1;21.8;8;0.2;83;200;;;;;Analyse na Wassing
LBU_02_3;20;22;;0;0;0;2.4;21.8;49.6;18.2;5.9;2;0.1;67;218;;;;;Analyse na Wassing
LBU_02_3;22;29;;0;0;0;1.1;27;61.4;9.5;0.6;0.3;0;59;234;;;;;Analyse na Wassing
LBU_02_3;29;33;;0;0;0.1;5.5;48;39.6;6.5;0.2;0;0;53;265;;;;;Analyse na Wassing
LBU_02_3;33;34;;0;0;0.5;6.7;40.7;39.9;11.6;0.5;0;0.1;55;259;;;;;Analyse na Wassing
LBU_02_3;34;35;;0;0;0.4;7.7;38.1;44.5;8.6;0.4;0.2;0.1;55;260;;;;;Analyse na Wassing
LBU_02_3;35;41;;0;0;1.1;4.6;14.3;34.5;40.7;4.6;0.2;0;69;211;;;;;Analyse na Wassing
LBU_02_4;19;20;;4.2;0.2;0.2;1.2;20.1;56.4;15.4;1.6;0.8;0;61;266;;;;;Analyse na Wassing
LBU_02_4;20;23;;0.4;0;0;0.6;14.9;60.4;22.1;1;0.4;0.1;65;217;;;;;Analyse na Wassing
LBU_02_4;23;26;;0;0;0;0.8;16.3;58.4;23.5;0.6;0.2;0;64;215;;;;;Analyse na Wassing
LBU_02_4;26;28;;0;0;0;1.7;25.1;53.7;19;0.3;0.1;0;61;228;;;;;Analyse na Wassing
LBU_02_4;28;34;;0;0;1.8;10.4;29.5;43.4;14.5;0.2;0.1;0.1;56;260;;;;;Analyse na Wassing
LBU_02_4;34;37;;0;0.1;3.2;18.1;28;33.6;15;1.8;0.1;0.1;54;279;;;;;Analyse na Wassing
LBU_02_4;37;41;;0;0;1.9;17.2;35.9;35.4;8.3;1;0.1;0;52;283;;;;;Analyse na Wassing
LBU_03_01;2;3;;0;0;0.2;0.6;9.7;20.6;36;25.6;6.9;0.4;89;165;;;;;
LBU_03_01;3;4;;0;0;0.2;1;10.3;20.9;37.7;23.1;6.3;0.4;87;169;;;;;
LBU_03_01;4;5;;0;0;4.6;16.3;12.1;10.8;26.2;24.7;5;0.3;78;228;;;;;
LBU_03_01;5;6;;0;0;1.9;11.8;25.1;19.5;23;15.5;3;0.1;70;234;;;;;
LBU_03_01;6;7;;0;0;1.3;14.7;34;25;19.1;5.3;0.7;0;59;263;;;;;
LBU_03_01;7;8;;0;0;1.2;14.9;34.7;27.3;18.6;2.9;0.4;0;57;266;;;;;
LBU_03_01;8;9;;0;0;1.5;14.6;31.8;33;15.3;3.4;0.3;0;56;266;;;;;
LBU_03_01;9;10;;0;0;1.8;12.3;25.7;32;23.3;4.6;0.2;0;60;251;;;;;
LBU_03_01;10;11;;0;0;0.8;6.6;19.5;30.7;30.4;11;1;0.1;69;217;;;;;
LBU_03_01;11;12;;0;0;0.9;5.4;15.2;30.1;24.1;21.3;2.9;0.1;77;201;;;;;
LBU_03_01;12;13;;0.1;0;0.7;3.9;12.5;26.4;21.9;28.9;5.6;0.1;84;185;;;;;
LBU_03_01;13;14;;0;0;0.8;3.5;9.6;25.1;16.7;37.1;6.8;0.3;91;173;;;;;
LBU_03_01;14;15;;0;0;0.5;2.3;9.2;18;24.6;34.9;10.1;0.2;95;162;;;;;
LBU_03_01;15;16;;0;0;0.4;2.6;14.3;25.4;26.1;24;7.1;0.2;85;182;;;;;
LBU_03_01;16;17;;0;0;0.8;4.7;23.4;31.6;11.8;19.6;7.6;0.6;78;209;;;;;
LBU_03_01;17;18;;0;0;0.7;14.8;39.8;32.7;6.5;4;1.4;0;55;273;;;;;
LBU_03_01;18;19;;0;0;0.8;10.9;32.7;36.1;11.8;5.3;2.3;0;60;253;;;;;
LBU_03_01;19;20;;0.1;0;0.9;12.6;46.8;31.8;6;1.2;0.4;0;51;281;;;;;
LBU_03_01;20;21;;0;0;0.6;7.6;24.7;60.2;5;1.7;0.2;0;57;250;;;;;
LBU_03_01;21;22;;0;0;0.8;9.2;26.2;42.3;20.6;0.6;0.1;0;59;246;;;;;
LBU_03_01;22;23;;0;0;0.7;6.2;32.5;53.8;5.3;1.2;0.1;0;56;254;;;;;
LBU_03_01;23;24;;0;0;0.5;6.8;38.3;45;8.9;0.3;0.1;0;55;259;;;;;
LBU_03_01;24;25;;0;0;0.5;8;39.6;40.7;10.8;0.3;0;0;55;261;;;;;
LBU_03_01;25;26;;0;0;0.5;10;35.2;49.6;3.7;0.9;0.1;0;54;266;;;;;
LBU_03_01;26;27;;0;0;0.6;10.3;33.8;38.5;16.1;0.6;0;0;56;258;;;;;
LBU_03_01;27;28;;0;0;0.5;13.2;35;40.8;10;0.3;0;0;54;269;;;;;
LBU_03_01;28;29;;0;0;0.9;10.7;30.3;51.9;5.4;0.7;0;0;54;263;;;;;
LBU_03_01;29;30;;0;0;1.1;16.2;29;39.7;13.2;0.7;0.1;0;55;270;;;;;
LBU_03_01;30;31;;0;0;1.6;14.5;32.8;45.1;4.6;1.3;0;0;53;276;;;;;
LBU_03_01;31;32;;0;0;1;10.4;29.6;39.4;18.8;0.8;0.1;0;58;254;;;;;
LBU_03_02;0.75;2;;0;0;0.6;2.8;12.2;25.9;29.3;24.4;4.6;0.2;84;183;;;;;
LBU_03_02;2;3;;0;0;1.1;5.2;17;22.1;31.6;18.2;4.6;0.2;79;199;;;;;
LBU_03_02;3;4;;0;0;0.9;3.7;15.9;18.8;28.8;27.1;4.6;0.2;84;186;;;;;
LBU_03_02;4;5;;0;0;1.3;13.6;16.6;8.9;31.5;24.3;3.5;0.2;78;212;;;;;
LBU_03_02;5;6;;0;0;1.1;16;28.3;20.3;16.9;15.2;2;0.1;66;248;;;;;
LBU_03_02;6;7;;0;0;1.1;14.9;39.1;24.7;16.5;3.4;0.3;0;56;271;;;;;
LBU_03_02;7;8;;0;0;0.7;13.3;31.3;32.8;19.1;2.6;0.1;0;57;258;;;;;
LBU_03_02;8;9;;0;0;1;11.3;27.9;29.4;27.2;2.9;0.1;0;60;247;;;;;
LBU_03_02;9;10;;0;0;0.7;9;24.6;33.4;27.9;4.1;0.2;0;63;236;;;;;
LBU_03_02;10;11;;0;0;1.4;7.5;18.8;22;38.6;10.6;1;0;71;216;;;;;
LBU_03_02;11;12;;0;0;1;5.8;13.8;20.7;31.7;23;3.8;0.1;81;193;;;;;
LBU_03_02;12;13;;0;0;1;4;11.4;15.4;36.6;26.8;4.8;0.1;86;179;;;;;
LBU_03_02;13;14;;0.1;0;0.6;3.3;11.6;17.1;24.9;34.4;7.8;0.2;92;172;;;;;
LBU_03_02;14;15;;0;0;0.5;3.4;18.1;25.7;23.1;21.9;6.9;0.3;82;192;;;;;
LBU_03_02;15;16;;0;0;0.6;9;36.3;34.1;6.3;10.6;2.9;0.1;63;248;;;;;
LBU_03_02;16;17;;0;0;0.3;8.2;40.7;36;7.9;5.1;1.6;0;58;256;;;;;
LBU_03_02;17;18;;0;0;0.3;5.8;33.8;51.4;3.3;4.1;1.1;0.1;58;250;;;;;
LBU_03_02;18;19;;0;0;0.4;8.1;43.6;40.4;4.9;1.8;0.5;0;54;266;;;;;
LBU_03_02;19;20;;0;0;1;10.3;37.3;46.6;2.8;1.5;0.3;0.1;54;269;;;;;
LBU_03_02;20;21;;0;0;0.6;10.8;47.2;36.9;3.8;0.6;0.2;0;51;278;;;;;
LBU_03_02;21;22;;0;0;0.7;9.6;43.1;44.1;1.3;1;0.1;0;52;274;;;;;
LBU_03_02;22;23;;0.1;0;0.2;6.7;40.6;45.8;6.2;0.3;0.1;0;54;262;;;;;
LBU_03_02;23;24;;0.1;0;0.3;9.4;38.3;48.5;2.7;0.5;0.1;0;53;268;;;;;
LBU_03_02;24;25;;0;0;0.3;10.7;34.7;46.3;7.5;0.3;0;0;54;264;;;;;
LBU_03_02;25;26;;0.1;0;0.5;10.6;32;50.9;5.1;0.7;0.1;0;54;264;;;;;
LBU_03_02;26;27;;0;0;0.5;13.6;31.2;41.7;12;0.8;0.1;0;55;264;;;;;
LBU_03_02;27;28;;0.1;0;0.8;10.8;27.3;51;8.3;1.5;0.1;0;56;259;;;;;
LBU_03_02;28;29;;0;0;0.4;11.3;34.8;43.2;9.6;0.5;0;0;54;264;;;;;
LBU_03_02;29;30;;0;0.1;0.7;9.7;30.3;51.9;6;1.2;0;0;55;260;;;;;
LBU_03_02;30;31;;0;0;0.3;6.5;28.5;49.5;14.3;0.8;0;0;58;245;;;;;
LBU_05_01;2;3;;8.8;1.1;2.5;4.3;12.8;21.6;31.5;12.2;3.4;1.7;72;298;;;;;
LBU_05_01;3;4;;23;1.2;2.6;3.6;10.4;18;28.5;9.6;2.2;0.8;60;443;;;;;
LBU_05_01;4;5;;16.6;3.8;9.7;21.4;20;15.7;7.3;3.7;1.2;0.5;44;492;;;;;
LBU_05_01;5;6;;5.2;0.5;1.7;2.5;4.7;11.6;25;42.5;5.5;0.8;93;215;;;;;
LBU_05_01;6;7;;0.5;0.7;2.8;14.7;36.3;20.5;11.5;11.1;1.7;0.1;60;276;;;;;
LBU_05_01;7;8;;0.8;0.2;1.8;11.3;35;34.9;8.4;6.8;0.7;0;57;272;;;;;
LBU_05_01;8;9;;0.3;0.1;1.9;16.8;40.5;22.9;13.4;3.6;0.5;0.1;55;284;;;;;
LBU_05_01;9;10;;0;0.1;1.4;12.2;34.3;28.3;21.1;2.3;0.2;0.1;57;261;;;;;
LBU_05_01;10;11;;0;0.1;2.7;13.6;30.6;27.7;23.1;2;0.1;0;57;265;;;;;
LBU_05_01;11;12;;0;0.5;5.1;13.9;26.8;26.9;24.2;2.4;0.2;0;57;273;;;;;
LBU_05_01;12;13;;0.1;0.3;3.1;9.7;21.5;22;32.5;9.8;0.9;0;66;237;;;;;
LBU_05_01;13;14;;0;0.2;2.2;6.1;18.9;29;18;21.1;4.2;0.1;75;214;;;;;
LBU_05_01;14;15;;0;0.1;1.4;4.3;16.2;32.9;18.9;21.4;4.6;0.1;77;203;;;;;
LBU_05_01;15;16;;0;0.1;1.2;4.1;17.9;36;17.9;17.9;4.7;0.1;75;207;;;;;
LBU_05_01;16;17;;0;0.1;0.7;5.3;24.6;33.8;22.4;10;2.8;0.1;68;222;;;;;
LBU_05_01;17;18;;0;0;0.6;10;40.8;34;10.5;3;1;0;56;263;;;;;
LBU_05_01;18;19;;0;0;0.3;4.8;38.9;42.4;9.5;3.2;0.9;0;58;250;;;;;
LBU_05_01;19;20;;0;0;0.2;4;39.7;43.1;8.7;3.2;1;0.1;58;249;;;;;
LBU_05_01;20;21;;0;0;0.1;5.5;47;39.7;6;1;0.5;0.1;54;262;;;;;
LBU_05_01;21;22;;0;0;0.1;7.8;40.9;42.8;7.5;0.5;0.3;0;54;262;;;;;
LBU_05_01;22;23;;0;0;0.3;8.2;41.9;38.9;10;0.6;0.2;0;54;263;;;;;
LBU_05_01;23;24;;0;0;0.1;5;29.6;50.6;14.3;0.3;0.1;0;58;242;;;;;
LBU_05_01;24;25;;0;0;0;3.2;23.2;59.5;13.3;0.5;0.2;0;59;233;;;;;
LBU_05_01;25;26;;0;0;0;1.7;18.7;60.9;18;0.6;0.1;0;61;223;;;;;
LBU_05_01;26;27;;0;0;0;0.9;20.6;63.2;14.7;0.4;0.1;0;60;225;;;;;
LBU_05_01;27;28;;0;0;0;0.7;24;58.1;16.8;0.3;0.1;0;60;227;;;;;
LBU_05_01;28;29;;0;0;0;1.1;28.4;57.1;12.9;0.2;0;0;58;233;;;;;
LBU_05_01;29;30;;0;0;0.1;5.5;41.2;43.9;9.1;0.1;0;0;54;257;;;;;
LBU_05_01;30;31;;0;0;0.1;8.1;42.4;42.8;6.4;0.2;0;0;53;265;;;;;
LBU_05_01;31;32;;0;0.1;0.4;9.3;41.8;39.1;9;0.2;0.1;0;53;268;;;;;
LBU_05_01;32;33;;0;0;0.2;9.8;41.4;40.5;7.9;0.2;0;0;53;268;;;;;
LBU_05_01;33;34;;0.2;0.1;0.6;12.4;44.8;33.6;8;0.3;0;0.1;52;280;;;;;
LBU_05_01;34;35;;0.2;0.1;1.2;16.1;44.7;30.3;7.2;0.2;0;0;50;291;;;;;
LBU_05_01;35;36;;0.1;0.1;1.2;12.8;45.3;31.8;8.3;0.3;0;0;51;282;;;;;
LBU_05_01;36;37;;0.1;0;0.3;4;18.3;41.8;32.9;2.4;0.1;0;64;218;;;;;
LBU_05_01;37;38;;0.2;0;1.1;9.2;36.1;30.5;21.9;0.9;0.1;0;57;258;;;;;
LBU_05_01;38;39;;0;0.1;0.3;2.6;12.7;46.2;34.7;3.2;0.1;0.1;67;208;;;;;
LBU_05_01;39;40;;0;0;0.3;1.6;7.8;35.1;50.4;4.7;0.1;0;72;190;;;;;
LBU_05_01;40;41;;0;0;0.2;1.6;6.6;40.2;44.4;6.7;0.2;0;72;190;;;;;
LBU_05_01;41;42;;0.1;0;0.3;1.7;6.4;38.7;43.2;9.3;0.2;0;73;189;;;;;
LBU_05_01;42;43;;0.1;0;0.2;1.4;5.9;42.2;40.5;9.3;0.2;0.1;73;189;;;;;
LBU_05_01;43;44;;0.1;0;0.2;0.7;5.8;39.7;46.8;6.4;0.2;0;73;187;;;;;
LBU_05_01;44;45;;0;0;0.1;0.4;4.9;42.8;45.5;6;0.2;0;72;185;;;;;
LBU_05_01;45;46;;0;0.1;0.4;3.4;14.8;47.3;28.4;5.4;0.3;0;66;214;;;;;
LBU_05_01;46;47;;0;0;0.4;4.3;26.8;36;28.2;4;0.2;0.1;63;227;;;;;
LBU_05_01;47;48;;0;0.1;0.3;4.8;36.8;39.6;15.6;2.6;0.2;0;58;246;;;;;
LBU_05_01;48;49;;0.1;0;0.7;6.8;42.7;33.6;14.2;1.7;0.1;0.1;56;259;;;;;
LBU_05_01;49;50;;0;0;0.1;6.5;47.1;35.2;9.6;1.2;0.1;0;54;263;;;;;
LBU_05_01;50;51;;0;0.1;0.6;9;46.9;33.5;8.8;1;0.1;0.1;53;271;;;;;
LBU_05_01;51;52;;0;0;1.2;8.7;44.8;40.9;3.4;0.4;0.4;0;52;274;;;;;
LBU_05_01;52;53;;0.1;0;1.8;10.3;43.3;34;9.7;0.6;0.1;0.1;53;276;;;;;
LBU_05_01;53;54;;0;0.1;4.5;13.6;34.4;40.8;5.4;0.5;0.5;0;52;287;;;;;
LBU_05_01;54;55;;0.2;0.1;8.3;14.5;28.5;29;17.8;1.3;0.1;0.1;54;293;;;;;
LBU_05_01;55;56;;0.7;0.2;4.1;12.4;24.7;36.4;17.4;3.7;0.3;0.1;58;272;;;;;
LBU_05_01;56;57;;0.2;0.1;2.2;6.2;18.3;45;19.5;7.8;0.7;0.1;64;234;;;;;
LBU_05_01;57;58;;0.1;0;1.7;3.3;15.5;42.4;27.7;8.6;0.6;0;68;216;;;;;
LBU_05_01;58;59;;0.1;0.1;0.8;1.5;10.4;37.2;35.4;13.4;0.9;0.2;74;194;;;;;
LBU_05_01;59;60;;0;0;0.9;2;14.1;42.6;31.4;8.6;0.3;0;69;206;;;;;
