hole_id;depth_from;depth_to;samp_id;z_1000;z_710;z_500;z_355;z_250;z_180;z_125;z_90;z_63;z_0;afa;ags;theor_spec_surface;fineness_modulus;clay;code_geol;Comment
MHZ_12_03;21;22;;0;0;0.1;1.2;16.7;62.2;19.2;0.4;0.2;0.1;62;220;109;1.18;;;vibrating sieve - washed total fraction
MHZ_12_03;22;23;;0;0;0;0.7;15.1;67.2;16.6;0.2;0.1;0;61;219;108;1.15;;;vibrating sieve - washed total fraction
MHZ_12_03;23;24;;0;0;0;0.6;12.9;68.9;17.2;0.2;0.1;0;62;216;109;1.13;;;vibrating sieve - washed total fraction
MHZ_12_03;27;28;;0;0;0;0.8;30.3;58.4;10.1;0.2;0;0;57;236;100;1.31;;;vibrating sieve - washed total fraction
MHZ_12_03;28;29;;0;0;0;0.7;33.9;56.8;8.1;0.3;0.1;0.1;57;240;99;1.34;;;vibrating sieve - washed total fraction
MHZ_12_03;29;30;;0;0;0;0.8;27.3;59.7;11.7;0.3;0.1;0.1;59;233;103;1.27;;;vibrating sieve - washed total fraction
MHZ_12_03;30;31;;0;0;0;0.5;23.1;61.5;14.3;0.5;0.1;0;60;227;105;1.23;;;vibrating sieve - washed total fraction
MHZ_12_03;31;32;;0.2;0;1.1;4.2;22.8;48.1;21;2.2;0.3;0.1;61;234;108;1.27;;;vibrating sieve - washed total fraction
MHZ_12_03;32;33;;0.2;0.1;0.6;2.6;7.8;35;46;6.8;0.7;0.2;73;195;130;1.05;;;vibrating sieve - washed total fraction
MHZ_12_03;33;34;;0.3;0.1;0.5;1.4;5.6;36.9;47.5;6.9;0.7;0.1;73;190;132;1.01;;;vibrating sieve - washed total fraction
MHZ_12_03;34;35;;0;0;0.5;1;2.9;31.1;55.8;8.3;0.5;0;76;177;137;0.96;;;vibrating sieve - washed total fraction
MHZ_12_04;6;7;;2.4;1.5;3.4;10.7;22.3;26.4;25.4;7;0.9;0.1;61;279;108;1.42;;;vibrating sieve - washed total fraction
MHZ_12_04;7;8;;0.7;0.3;1.3;8.2;19.1;23.6;27.3;15.1;4.1;0.5;74;224;132;1.13;;;vibrating sieve - washed total fraction
MHZ_12_04;8;9;;0.3;0.1;1.3;3;13.6;21.8;28.5;23.9;7;0.5;85;188;152;0.89;;;vibrating sieve - washed total fraction
MHZ_12_04;9;10;;0;0.1;0.4;3.3;10.9;24.3;25.7;24.6;10.4;0.4;89;176;159;0.8;;;vibrating sieve - washed total fraction
MHZ_12_04;10;11;;0.1;0.1;1.2;5.3;15.5;21.7;23.1;22.5;9.4;1;86;192;154;0.91;;;vibrating sieve - washed total fraction
MHZ_12_04;11;12;;0.1;0.1;2.7;6.2;16.7;32.7;28.3;9.4;3.4;0.5;71;222;127;1.15;;;vibrating sieve - washed total fraction
MHZ_12_04;12;13;;0;0;0.4;5.7;23.4;43.2;19.3;5.3;2.5;0.2;65;228;115;1.22;;;vibrating sieve - washed total fraction
MHZ_12_04;13;14;;0;0;0.5;4.7;27.9;49;15.9;1.3;0.6;0.1;59;239;104;1.32;;;vibrating sieve - washed total fraction
MHZ_12_04;14;15;;0;0;0.1;3.8;25.1;50.7;19.5;0.4;0.2;0;60;232;105;1.29;;;vibrating sieve - washed total fraction
MHZ_12_04;15;16;;0;0;0.1;1.7;20.2;56.1;21.5;0.3;0.1;0;61;223;108;1.22;;;vibrating sieve - washed total fraction
MHZ_12_04;16;17;;0;0;0.1;0.5;17.6;58.6;22.9;0.2;0;0;62;217;110;1.18;;;vibrating sieve - washed total fraction
MHZ_12_04;17;18;;0;0;0;0.6;13.2;55.9;29.6;0.6;0.1;0;65;209;115;1.13;;;vibrating sieve - washed total fraction
MHZ_12_04;18;19;;0;0;0;1;18.4;55.6;24.5;0.3;0.1;0;62;217;110;1.19;;;vibrating sieve - washed total fraction
MHZ_12_04;19;20;;0;0;0;1.6;29.3;54.6;14.2;0.2;0.1;0;58;235;102;1.31;;;vibrating sieve - washed total fraction
MHZ_12_04;20;21;;0;0;0;1.4;27.4;56.6;14.3;0.1;0;0;58;232;102;1.29;;;vibrating sieve - washed total fraction
MHZ_12_04;21;22;;0;0;0;3.3;44.7;44;7.8;0.1;0.1;0;54;256;94;1.48;;;vibrating sieve - washed total fraction
MHZ_12_04;22;23;;0;0;0.5;6.4;41.5;42.6;8.8;0.2;0;0;54;261;93;1.49;;;vibrating sieve - washed total fraction
MHZ_12_04;23;24;;0;0;0.4;7.9;45.3;38.2;7.8;0.3;0.1;0;53;268;91;1.54;;;vibrating sieve - washed total fraction
MHZ_12_04;24;25;;0;0;0.2;6.8;36.8;41.8;13.7;0.5;0.1;0;56;253;97;1.43;;;vibrating sieve - washed total fraction
MHZ_12_04;25;26;;0;0;0.7;7.4;26.7;42.2;21.3;1;0.5;0.1;60;241;105;1.34;;;vibrating sieve - washed total fraction
MHZ_12_04;26;27;;0;0;3.2;15.5;26.4;32.6;20.1;1.3;0.7;0.2;57;268;100;1.46;;;vibrating sieve - washed total fraction
MHZ_12_04;27;28;;0;0.5;1.7;11.1;15.4;34.8;32.4;3.2;0.8;0.2;64;237;113;1.27;;;vibrating sieve - washed total fraction
MHZ_12_04;28;29;;0;0;1.5;3.9;8.9;31.8;45.7;7.3;0.8;0.2;72;199;130;1.08;;;vibrating sieve - washed total fraction
MHZ_12_04;29;30;;0;0.1;0.7;1.8;6.3;29;52.4;8.5;1.1;0.2;76;184;137;1;;;vibrating sieve - washed total fraction
MHZ_12_04;30;31;;0;0.1;0.2;0.9;3.3;22.9;57.4;13.7;1.3;0.2;81;168;147;0.9;;;vibrating sieve - washed total fraction
MHZ_12_04;31;32;;0;0;0.5;2.7;5.6;24.2;52.4;12.3;1.8;0.5;79;178;144;0.95;;;vibrating sieve - washed total fraction
MHZ_12_04;32;33;;0;0;0.1;0.3;6;31.4;50.3;10;1.5;0.3;77;176;140;0.94;;;vibrating sieve - washed total fraction
MHZ_12_04;33;34;;0;0;0.3;0.9;4.4;31.1;50;11.4;1.5;0.2;78;176;141;0.93;;;vibrating sieve - washed total fraction
MHZ_12_04;34;35;;0;0.3;0.1;0.7;4.5;32.4;50.2;10.2;1.4;0.2;77;178;140;0.94;;;vibrating sieve - washed total fraction
MHZ_16_01;0;1;PR-016628-036;;;;;;;;;;;;;;;;;
MHZ_16_01;1;2;PR-016628-037;;;;;;;;;;;;;;;;;
MHZ_16_01;2;3;PR-016628-038;;;;;;;;;;;;;;;;;
MHZ_16_01;3;4;PR-016628-039;;;;;;;;;;;;;;;;;
MHZ_16_01;4;5;PR-016628-040;;;;;;;;;;;;;;;;;
MHZ_16_01;5;6;PR-016628-041;;;;;;;;;;;;;;;;;
MHZ_16_01;6;7;PR-016628-042;;;;;;;;;;;;;;;;;
MHZ_16_01;7;8;PR-016628-043;;;;;;;;;;;;;;;;;
MHZ_16_01;8;9;PR-016628-044;;;;;;;;;;;;;;;;;
MHZ_16_01;9;10;PR-016628-045;;;;;;;;;;;;;;;;;
MHZ_16_01;10;11;PR-016628-046;;;;;;;;;;;;;;;;;
MHZ_16_01;11;12;PR-016628-047;;;;;;;;;;;;;;;;;
MHZ_16_01;12;13;PR-016628-048;;;;;;;;;;;;;;;;;
MHZ_16_01;13;14;PR-016628-049;;;;;;;;;;;;;;;;;
MHZ_16_01;14;15;PR-016628-050;;;;;;;;;;;;;;;;;
MHZ_16_01;15;16;PR-016628-051;2.9;1.8;5;5.7;6.8;11.5;28.9;27.5;8.2;1.6;87;230;160;0.98;4.05;;
MHZ_16_01;16;17;PR-016628-052;4.2;0.8;2;4;7.7;11.8;27.8;25.6;11.7;4.4;97;215;184;0.88;4.19;;
MHZ_16_01;17;18;PR-016628-053;1.4;1;3.4;6.7;8.4;10.5;26.8;29.4;10.3;2.1;93;204;170;0.86;4.5;;
MHZ_16_01;18;19;PR-016628-054;0.2;0.2;1.5;4.7;5.7;8.4;26.7;42.1;9;1.4;100;162;181;0.62;6.1;;
MHZ_16_01;19;20;PR-016628-055;0.4;0.5;2.4;12.8;23.4;16.8;19.5;17.8;5.4;0.9;74;238;132;1.19;3.71;;
MHZ_16_01;20;21;PR-016628-056;0;0;1;10.1;30.9;25.5;20.3;9.7;2.1;0.4;65;241;115;1.31;1.52;;
MHZ_16_01;21;22;PR-016628-057;0;0.1;1.8;15.3;35.3;26.5;17.7;2.8;0.3;0.1;56;271;97;1.51;0.44;;
MHZ_16_01;22;23;PR-016628-058;0;0.1;2.4;13.9;30.2;25.6;23.1;4.3;0.4;0.1;59;261;103;1.44;0.84;;
MHZ_16_01;23;24;PR-016628-059;0.1;0.3;2.2;12.8;26.5;27.6;25.7;4.2;0.4;0.1;60;255;106;1.4;0.41;;
MHZ_16_01;24;25;PR-016628-060;0.1;0.4;2.4;10.2;19.9;22.2;34.6;9.2;1;0.2;68;234;120;1.25;1.47;;
MHZ_16_01;25;26;PR-016628-061;0.3;0.1;0.7;2.6;9.6;16.7;37.6;24.2;6.9;1.3;89;174;163;0.82;3.42;;
MHZ_16_01;26;27;PR-016628-062;0;0.1;0.4;2.6;7.5;19.5;30.6;30.5;8.3;0.5;92;165;166;0.72;1.61;;
MHZ_16_01;27;28;PR-016628-063;0;0;0.7;2.6;6.6;15.7;32.2;33.2;8.2;0.6;94;160;169;0.69;2.55;;
MHZ_16_01;28;29;PR-016628-064;0;0;0.3;3.7;12;26.4;31.7;18.7;6.4;0.6;82;184;149;0.91;1.59;;
MHZ_16_01;29;30;PR-016628-065;0.1;0.3;1.9;7.1;18.6;29.1;28.9;10;3.3;0.6;71;222;127;1.17;0.92;;
MHZ_16_01;30;31;PR-016628-066;0;0;0.9;7.2;25.1;33.9;24.3;6.4;1.9;0.4;66;231;117;1.26;1.39;;
MHZ_16_01;31;32;PR-016628-067;0;0;0.5;5.6;25.2;38.8;23.9;4.5;1.4;0.2;64;229;113;1.26;0.58;;
MHZ_16_01;32;33;PR-016628-068;0;0;0.6;5.6;25.4;43.1;21.7;2.6;0.7;0.1;61;233;108;1.29;1.96;;
MHZ_16_01;33;34;PR-016628-069;0;0;0.1;3.5;22.1;47.5;24.6;1.8;0.4;0.1;63;224;111;1.24;0.41;;
MHZ_16_01;34;35;PR-016628-070;0;0;0.2;3.7;24.1;48.3;22.4;1;0.2;0.1;61;229;108;1.27;0.84;;
MHZ_16_02;0;1;PR-016629-036;;;;;;;;;;;;;;;;;
MHZ_16_02;1;2;PR-016629-037;;;;;;;;;;;;;;;;;
MHZ_16_02;2;3;PR-016629-038;;;;;;;;;;;;;;;;;
MHZ_16_02;3;4;PR-016629-039;;;;;;;;;;;;;;;;;
MHZ_16_02;4;5;PR-016629-040;;;;;;;;;;;;;;;;;
MHZ_16_02;5;6;PR-016629-041;;;;;;;;;;;;;;;;;
MHZ_16_02;6;7;PR-016629-042;;;;;;;;;;;;;;;;;
MHZ_16_02;7;8;PR-016629-043;;;;;;;;;;;;;;;;;
MHZ_16_02;8;9;PR-016629-044;;;;;;;;;;;;;;;;;
MHZ_16_02;9;10;PR-016629-045;;;;;;;;;;;;;;;;;
MHZ_16_02;10;11;PR-016629-046;;;;;;;;;;;;;;;;;
MHZ_16_02;11;12;PR-016629-047;;;;;;;;;;;;;;;;;
MHZ_16_02;12;13;PR-016629-048;;;;;;;;;;;;;;;;;
MHZ_16_02;13;14;PR-016629-049;;;;;;;;;;;;;;;;;
MHZ_16_02;14;15;PR-016629-050;;;;;;;;;;;;;;;;;
MHZ_16_02;15;16;PR-016629-051;16.4;8.3;17.9;26.2;17.9;8;3.2;0.9;0.4;0.8;36;566;61;2.44;3.01;;
MHZ_16_02;16;17;PR-016629-052;10.1;10.3;19.3;25.9;19.6;9.3;3.9;0.9;0.3;0.4;37;523;61;2.33;1.92;;
MHZ_16_02;17;18;PR-016629-053;3.5;9.9;26.8;34.2;17.5;5.1;1.9;0.5;0.3;0.3;35;502;57;2.35;1.66;;
MHZ_16_02;18;19;PR-016629-054;5.7;12.9;26.8;31;15.7;4.8;1.8;0.6;0.3;0.4;34;535;55;2.42;2.27;;
MHZ_16_02;19;20;PR-016629-055;12.7;14.2;24.8;25.9;14.3;4.8;1.8;0.6;0.4;0.4;32;592;53;2.55;1.79;;
MHZ_16_02;20;21;PR-016629-056;6;9.4;24.2;33.3;18.6;5.5;1.4;0.4;0.3;0.9;36;512;60;2.36;2.29;;
MHZ_16_02;21;22;PR-016629-057;7.6;9.3;23.2;29.8;18.4;6.8;2.5;0.9;0.5;0.9;37;514;63;2.34;3.37;;
MHZ_16_02;22;23;PR-016629-058;14.4;9.5;21.4;27.7;17.9;5.7;2;0.7;0.3;0.4;33;572;56;2.49;1.67;;
MHZ_16_02;23;24;PR-016629-059;;;;;;;;;;;;;;;;;
MHZ_16_02;24;25;PR-016629-060;0.5;0.8;2.3;8.8;17.4;25.6;32.4;10.3;1.6;0.4;69;234;123;1.22;0.95;;
MHZ_16_02;25;26;PR-016629-061;0;0;0.4;3.3;13.1;22.7;48.5;10.8;0.8;0.2;75;191;134;1.05;0.8;;
MHZ_16_02;26;27;PR-016629-062;0;0.1;1.5;6.2;13.1;16.8;39;19.7;3.3;0.4;80;195;143;0.99;1.79;;
MHZ_16_02;27;28;PR-016629-063;0;0.1;0.5;3.8;7;14.5;35.1;31.2;7.4;0.5;92;165;166;0.73;1.62;;
MHZ_16_02;28;29;PR-016629-064;0.2;0.2;0.9;3.8;10.7;16.7;31.1;24.5;9.8;1.9;92;176;168;0.81;1.59;;
MHZ_16_02;29;30;PR-016629-065;0;0;0.5;3.4;9.2;20.4;34;24.4;7.6;0.6;88;173;159;0.81;1.33;;
MHZ_16_02;30;31;PR-016629-066;0;0.2;0.9;5.3;14.7;29.7;36;10.1;2.8;0.3;73;206;131;1.09;0.9;;
MHZ_16_02;31;32;PR-016629-067;0;0;0.4;3.8;12.2;29.5;39.9;11.1;2.8;0.2;75;194;135;1.03;0.81;;
MHZ_16_02;32;33;PR-016629-068;0;0.1;0.2;4.2;13;29.6;38.2;11.2;3.1;0.4;75;196;136;1.03;0.96;;
MHZ_16_02;33;34;PR-016629-069;0.1;0;0.5;4.5;14.2;27.5;37.4;11.7;3.5;0.6;76;198;137;1.04;0.81;;
MHZ_16_02;34;35;PR-016629-070;0;0;0.5;5.3;15.1;29.8;36.2;10;2.8;0.3;73;204;131;1.08;1.2;;
MHZ_16_03;0;1;PR-016630-036;;;;;;;;;;;;;;;;;
MHZ_16_03;1;2;PR-016630-037;;;;;;;;;;;;;;;;;
MHZ_16_03;2;3;PR-016630-038;;;;;;;;;;;;;;;;;
MHZ_16_03;3;4;PR-016630-039;;;;;;;;;;;;;;;;;
MHZ_16_03;4;5;PR-016630-040;;;;;;;;;;;;;;;;;
MHZ_16_03;5;6;PR-016630-041;;;;;;;;;;;;;;;;;
MHZ_16_03;6;7;PR-016630-042;;;;;;;;;;;;;;;;;
MHZ_16_03;7;8;PR-016630-043;;;;;;;;;;;;;;;;;
MHZ_16_03;8;9;PR-016630-044;4.8;0.8;1.8;4.9;13.5;17.6;24.4;19.8;8.5;3.7;87;241;163;1.06;6.83;;
MHZ_16_03;9;10;PR-016630-045;1.7;0.5;1.6;3.7;9.6;14.6;26.5;26;11.5;4.2;98;189;184;0.81;7.78;;
MHZ_16_03;10;11;PR-016630-046;0.5;0.7;0.7;7.1;24.2;17.7;23.1;19.2;5.3;1.5;79;218;142;1.1;8.05;;
MHZ_16_03;11;12;PR-016630-047;0;0;1.1;12.1;33.1;27.6;20.3;4.7;0.8;0.3;60;255;105;1.42;0.73;;
MHZ_16_03;12;13;PR-016630-048;0;0;0.4;7;27.6;32.3;27.4;4.3;0.6;0.3;63;232;112;1.3;0.9;;
MHZ_16_03;13;14;PR-016630-049;0;0.2;1.9;15.1;33.1;27.1;19.5;2.6;0.4;0.2;57;269;99;1.49;0.91;;
MHZ_16_03;14;15;PR-016630-050;0;0.4;2.5;14.2;30.3;28.1;21;2.8;0.4;0.2;58;267;101;1.47;2.52;;
MHZ_16_03;15;16;PR-016630-051;0;0.1;2.8;13.7;26.1;26.7;25.6;4.5;0.4;0.2;61;257;106;1.41;0.46;;
MHZ_16_03;16;17;PR-016630-052;0.1;0.1;2.3;6.5;10.9;16.3;29.6;28;5.5;0.6;85;191;153;0.89;2.84;;
MHZ_16_03;17;18;PR-016630-053;0;0;0.1;1.4;5.2;15.3;22.2;43;11.9;1;103;145;187;0.51;1.53;;
MHZ_16_03;18;19;PR-016630-054;0;0.1;0.5;3.4;9.6;21.6;21.2;31.7;10.9;0.9;94;169;169;0.71;1.13;;
MHZ_16_03;19;20;PR-016630-055;0;0;0.4;2.6;11.2;22.9;24.7;27.6;9.9;0.7;91;172;163;0.76;3.39;;
MHZ_16_03;20;21;PR-016630-056;0;0;0.2;7;14.8;30.1;33.6;9.9;3.9;0.4;74;206;132;1.08;1.06;;
MHZ_16_03;21;22;PR-016630-057;0;0;1.1;7.2;24.3;31.7;26;6.8;2.3;0.4;67;228;118;1.24;1.14;;
MHZ_16_03;22;23;PR-016630-058;0;0.1;0.8;7;28.3;39.6;20.5;2.7;0.8;0.1;61;241;106;1.34;0.6;;
MHZ_16_03;23;24;PR-016630-059;0.1;0;0.6;7.3;25.4;44.6;20.2;1.4;0.3;0.1;60;241;105;1.32;1.03;;
MHZ_16_03;24;25;PR-016630-060;0;0.1;1.4;9;28.7;44.4;15.7;0.5;0.1;0;57;255;98;1.4;1.05;;
MHZ_16_03;25;26;PR-016630-061;0;0;0.8;5.9;22.9;47.8;21.9;0.6;0.1;0;60;236;105;1.3;0.53;;
MHZ_16_03;26;27;PR-016630-062;0;0;0.5;9.5;46.9;32.6;10;0.4;0.1;0;53;271;91;1.57;0.66;;
MHZ_16_03;27;28;PR-016630-063;0;0.2;2.5;21;47;23.9;5.1;0.2;0;0;48;308;80;1.73;1.3;;
MHZ_16_03;28;29;PR-016630-064;0;0;0.5;5.4;18.3;52.9;22.5;0.3;0;0;61;230;106;1.24;1.29;;
MHZ_16_03;29;30;PR-016630-065;0;0;0.5;4.3;15.9;58.1;20.8;0.3;0;0;61;226;107;1.21;2.29;;
MHZ_16_03;30;31;PR-016630-066;0;0;0.1;2;14.2;61.3;22;0.3;0.1;0;62;218;110;1.16;1.75;;
MHZ_16_03;31;32;PR-016630-067;;;;;;;;;;;;;;;;;
MHZ_16_03;32;33;PR-016630-068;;;;;;;;;;;;;;;;;
MHZ_16_03;33;34;PR-016630-069;;;;;;;;;;;;;;;;;
MHZ_16_03;34;35;PR-016630-070;;;;;;;;;;;;;;;;;
MHZ_16_04;0;1;PR-016631-036;;;;;;;;;;;;;;;;;
MHZ_16_04;1;2;PR-016631-037;;;;;;;;;;;;;;;;;
MHZ_16_04;2;3;PR-016631-038;;;;;;;;;;;;;;;;;
MHZ_16_04;3;4;PR-016631-039;;;;;;;;;;;;;;;;;
MHZ_16_04;4;5;PR-016631-040;11.9;1.9;2.9;4.4;6.9;10.8;25.6;22.4;9.9;3.4;86;311;162;1.21;4.84;;
MHZ_16_04;5;6;PR-016631-041;0.2;0.1;0.8;9.5;25.9;22.9;22.6;13.4;3.9;0.8;72;228;128;1.2;1.44;;
MHZ_16_04;6;7;PR-016631-042;0;0.1;0.7;8.9;34.8;32;18.6;4;0.7;0.2;60;250;104;1.4;0.61;;
MHZ_16_04;7;8;PR-016631-043;0;0;0.4;6;26.8;31.9;29.7;4.5;0.4;0.2;64;228;113;1.29;1.13;;
MHZ_16_04;8;9;PR-016631-044;0;0;0.4;4.5;24.5;31.5;33;5.5;0.4;0.1;66;220;117;1.24;0.76;;
MHZ_16_04;9;10;PR-016631-045;0.1;0.1;2.2;10.2;20;24.7;35.8;6.3;0.5;0.1;65;234;116;1.28;0.98;;
MHZ_16_04;10;11;PR-016631-046;0.1;0.6;2.9;15.4;22.7;20.4;26.7;9.4;1.4;0.2;64;254;113;1.35;1.58;;
MHZ_16_04;11;12;PR-016631-047;0.1;0.1;1.2;9.9;15.4;17.1;31.6;20.2;4;0.5;78;208;140;1.03;1.82;;
MHZ_16_04;12;13;PR-016631-048;0;0.4;0.7;3.1;9.4;16;25.3;35.7;8.9;0.5;94;168;169;0.7;1.18;;
MHZ_16_04;13;14;PR-016631-049;0;0.2;0.3;3.6;10.2;17.4;24.4;33.3;9.8;0.6;93;168;168;0.71;2.34;;
MHZ_16_04;14;15;PR-016631-050;0;0;0.1;3.4;11;26.2;32.5;19.8;6.6;0.4;83;181;150;0.88;2.38;;
MHZ_16_04;15;16;PR-016631-051;0;0;0.6;3.5;13.7;27.5;33.7;15;5.6;0.4;79;191;142;0.97;0.51;;
MHZ_16_04;16;17;PR-016631-052;0.1;0.1;0.9;6;22.1;34.3;28.7;5.9;1.6;0.4;67;225;119;1.22;1.21;;
MHZ_16_04;17;18;PR-016631-053;0.1;0;0.6;6.7;30.1;38.6;19.2;3.4;1;0.3;61;241;108;1.34;1.65;;
MHZ_16_04;18;19;PR-016631-054;0;0.1;0.9;9.8;31.2;41.2;15.4;1.1;0.3;0.1;57;256;99;1.42;0.51;;
MHZ_16_04;19;20;PR-016631-055;0;0;1.4;9.6;29.1;42.8;16.1;0.7;0.2;0.1;57;255;99;1.41;0.5;;
MHZ_16_04;20;21;PR-016631-056;0;0;0.5;4.1;23.7;51.8;19.2;0.6;0.1;0;60;234;105;1.28;0.62;;
MHZ_16_04;21;22;PR-016631-057;0;0.1;1.3;9.6;26.5;45.1;16.7;0.5;0.1;0.1;57;253;100;1.38;1.8;;
MHZ_16_04;22;23;PR-016631-058;0;0;0.7;6.9;23.4;51;17.3;0.5;0.1;0.1;59;241;103;1.31;0.7;;
MHZ_16_04;23;24;PR-016631-059;0;0;0.3;2.3;15.6;60.8;20.5;0.3;0.1;0;62;221;108;1.18;0.24;;
MHZ_16_04;24;25;PR-016631-060;0;0;0.1;1.3;13.6;63.8;20.8;0.3;0;0.1;62;217;110;1.15;0.56;;
MHZ_16_04;25;26;PR-016631-061;0;0.2;0.2;1.7;12.3;60.9;23.8;0.4;0.1;0.2;63;215;112;1.14;1.66;;
MHZ_16_04;26;27;PR-016631-062;0.9;0.4;0.5;1.6;15.5;57.8;21.6;1;0.3;0.4;63;230;112;1.2;1.4;;
MHZ_16_04;27;28;PR-016631-063;;;;;;;;;;;;;;;;;
MHZ_16_04;28;29;PR-016631-064;;;;;;;;;;;;;;;;;
MHZ_16_04;29;30;PR-016631-065;;;;;;;;;;;;;;;;;
MHZ_16_04;30;31;PR-016631-066;1.1;0.5;0.1;0.8;19.7;57.6;18.3;1;0.4;0.6;62;234;111;1.23;1.24;;
MHZ_16_04;31;32;PR-016631-067;0.1;0.1;0.2;0.8;22;58.4;17.7;0.6;0.1;0.1;61;227;107;1.23;0.25;;
MHZ_16_04;32;33;PR-016631-068;0.1;0;0.1;1.1;23.1;57.3;17.4;0.6;0.1;0.1;60;227;106;1.24;0.61;;
MHZ_16_04;33;34;PR-016631-069;0;0;0;0.8;24.3;61.6;12.8;0.4;0.1;0;59;229;104;1.25;0.54;;
MHZ_16_04;34;35;PR-016631-070;0;0;0;0.7;23.4;61.3;14;0.4;0.1;0.1;60;227;105;1.24;0.27;;
MHZ_16_05;0;1;PR-016632-036;0.4;0.1;1.1;7;24.3;41.4;20.8;3.3;1.2;0.4;62;241;110;1.3;1.41;;
MHZ_16_05;1;2;PR-016632-037;0.1;0.1;1.3;5.7;17.1;29;21;18.3;6.8;0.7;79;205;142;1;0.89;;
MHZ_16_05;2;3;PR-016632-038;17.3;1.5;4.3;10.6;21;18.9;11.3;5;3.9;6.2;66;423;130;1.8;2.93;;
MHZ_16_05;3;4;PR-016632-039;;;;;;;;;;;;;;;;;
MHZ_16_05;4;5;PR-016632-040;;;;;;;;;;;;;;;;;
MHZ_16_05;5;6;PR-016632-041;;;;;;;;;;;;;;;;;
MHZ_16_05;6;7;PR-016632-042;30;8.9;17.2;16.6;12.4;7;4.3;1.8;0.8;0.8;33;673;58;2.68;2.98;;
MHZ_16_05;7;8;PR-016632-043;16.5;2;5.8;18.7;25.7;15.6;8.8;3.5;1.6;1.7;49;460;89;2.03;1.39;;
MHZ_16_05;8;9;PR-016632-044;0;0.1;1.1;12.8;35.4;29.5;18.4;2.3;0.3;0.2;57;264;99;1.48;0.55;;
MHZ_16_05;9;10;PR-016632-045;0;0.1;1.6;11;28.4;27.6;25.8;4.7;0.5;0.2;61;248;108;1.37;1.01;;
MHZ_16_05;10;11;PR-016632-046;0.1;1.1;4.2;13.6;23.3;24.9;25.8;5.9;0.8;0.3;61;264;108;1.41;0.68;;
MHZ_16_05;11;12;PR-016632-047;0.1;0.1;0.8;3.5;11.7;22.9;47.4;12.4;1;0.2;76;193;136;1.04;1.09;;
MHZ_16_05;12;13;PR-016632-048;0.1;0.5;1.9;4.6;11.7;19.5;35;21.4;4.7;0.6;82;194;148;0.95;1.17;;
MHZ_16_05;13;14;PR-016632-049;0;0.2;0.3;4.1;10.8;20.5;29;26.2;8;0.9;89;177;160;0.81;0.98;;
MHZ_16_05;14;15;PR-016632-050;0.1;0.1;0.4;2.3;11;22.6;28.4;24.3;9.6;1.4;91;173;165;0.79;1.11;;
MHZ_16_05;15;16;PR-016632-051;0;0.1;0.7;4.6;11.7;27;31.5;17.8;6.1;0.6;81;190;147;0.93;0.77;;
MHZ_16_05;16;17;PR-016632-052;0;0.2;1.5;7.7;19.3;31.4;28.2;8.3;2.9;0.4;69;224;123;1.19;1.75;;
MHZ_16_05;17;18;PR-016632-053;0;0.1;1.1;7.6;29;32.6;19.3;7.3;2.6;0.3;65;237;114;1.29;0.83;;
MHZ_16_05;18;19;PR-016632-054;0;0.1;0.4;9.1;30.5;38.7;16.6;3.3;1.1;0.2;60;247;105;1.36;0.59;;
MHZ_16_05;19;20;PR-016632-055;0;0.1;1.6;9.3;25.7;37.5;22.6;2.4;0.6;0.1;60;246;105;1.35;0.72;;
MHZ_16_05;20;21;PR-016632-056;0;0;0.5;5;23.4;41.1;27.7;1.8;0.3;0.1;62;228;110;1.27;0.56;;
MHZ_16_05;21;22;PR-016632-057;0;0;0.4;8.2;31;38.1;20.7;1.2;0.2;0.1;59;246;102;1.39;0.65;;
MHZ_16_05;22;23;PR-016632-058;0;0;0.4;10.2;34.3;37.6;16.4;0.8;0.1;0.1;56;257;98;1.45;0.58;;
MHZ_16_05;23;24;PR-016632-059;0;0;0.3;6.4;31.4;42.8;18.2;0.7;0.1;0.1;58;245;102;1.38;0.58;;
MHZ_16_05;24;25;PR-016632-060;0;0;0.2;7.3;30.3;42.9;18.3;0.8;0.1;0.1;58;245;102;1.37;0.48;;
MHZ_16_05;25;26;PR-016632-061;1.8;0.6;0.9;7.8;30;38;18.6;1.9;0.2;0.1;57;269;100;1.44;1.12;;
MHZ_16_05;26;27;PR-016632-062;0.8;0.5;1.1;1.9;21.1;53.8;19.2;1.2;0.2;0.2;61;239;107;1.27;1.23;;
MHZ_16_05;27;28;PR-016632-063;0;0;0.1;0.8;18.7;60.4;19.3;0.5;0;0.1;61;220;108;1.19;0.69;;
MHZ_16_05;28;29;PR-016632-064;0;0;0;0.4;16.3;61.7;20.7;0.7;0;0;62;216;110;1.16;0.42;;
MHZ_16_05;29;30;PR-016632-065;0.1;0;0;0.5;20;61.3;17.5;0.5;0;0;61;223;107;1.2;0.38;;
MHZ_16_05;30;31;PR-016632-066;0;0;0;0.4;22.3;62.1;14.7;0.3;0;0;60;225;105;1.22;0.13;;
MHZ_16_05;31;32;PR-016632-067;0.1;0;0.1;0.9;25.6;56.4;15.9;0.9;0.1;0.1;60;230;106;1.26;0.16;;
MHZ_16_05;32;33;PR-016632-068;0.1;0;0;0.8;25.4;58.6;14.4;0.5;0.1;0.1;60;230;105;1.26;0.15;;
