hole_id;samp_id;depth_from;depth_to;gravel;z_1000;z_125;z_180;z_250;z_355;z_500;z_0;z_63;z_710;z_90;afa;ags;al_wa;ca_wa;fe_wa;k_wa;mg_wa;na_wa;si_wa;ti_wa;clay;samp_id_clay;spec_surf;FinMod;code_geol
BRG_11_05;PR-013512-022;1.00;2.00;;0.20;33.30;38.00;14.50;1.40;0.20;0.30;1.70;0.10;10.10;72.00;199.00;;;;;;;;;;;;;
BRG_11_05;PR-013512-023;2.00;3.00;;0.10;32.80;40.80;10.40;0.50;0.10;0.60;2.90;0.00;11.70;76.00;188.00;;;;;;;;;;;;;
BRG_11_05;PR-013512-024;3.00;4.00;;0.10;37.30;31.40;5.20;0.20;0.10;1.80;6.60;0.10;17.30;88.00;168.00;;;;;;;;;;;;;
BRG_11_05;PR-013512-025;4.00;5.00;;0.50;30.50;28.70;7.20;0.50;0.20;4.30;9.80;0.10;18.20;95.00;169.00;;;;;;;;;;;;;
BRG_11_05;PR-013512-026;5.00;6.00;;4.00;24.00;40.70;19.70;2.30;0.70;0.90;1.80;0.30;5.40;66.00;256.00;;;;;;;;;;;;;
BRG_11_05;PR-013512-027;6.00;7.00;;1.70;29.90;42.60;12.20;0.90;0.30;1.10;2.90;0.20;8.20;73.00;213.00;;;;;;;;;;;;;
BRG_11_05;PR-013512-028;7.00;8.00;;2.20;26.50;37.50;18.30;2.20;0.40;1.80;3.00;0.10;8.10;73.00;227.00;;;;;;;;;;;;;
BRG_11_05;PR-013512-029;8.00;9.00;;5.70;25.30;38.10;16.10;2.00;0.70;1.60;2.70;0.60;7.20;69.00;266.00;;;;;;;;;;;;;
BRG_11_05;PR-013512-030;9.00;10.00;;1.60;30.40;40.70;12.20;1.20;0.40;2.00;3.00;0.20;8.30;75.00;211.00;;;;;;;;;;;;;
BRG_11_05;PR-013512-031;10.00;11.00;;0.70;32.10;47.40;10.80;0.70;0.20;0.60;1.50;0.10;5.90;71.00;205.00;;;;;;;;;;;;;
BRG_11_05;PR-013512-032;11.00;12.00;;0.10;32.30;53.70;9.00;0.70;0.10;0.20;0.70;0.10;3.10;68.00;202.00;;;;;;;;;;;;;
BRG_11_05;PR-013512-033;12.00;13.00;;0.10;26.10;57.90;13.20;0.70;0.10;0.00;0.10;0.10;1.70;64.00;212.00;;;;;;;;;;;;;
BRG_11_05;PR-013512-034;13.00;14.00;;0.00;22.40;55.40;19.00;1.90;0.10;0.00;0.10;0.00;1.00;62.00;221.00;;;;;;;;;;;;;
BRG_11_05;PR-013512-035;14.00;15.00;;0.00;15.80;50.40;27.40;5.00;0.60;0.00;0.00;0.00;0.60;58.00;241.00;;;;;;;;;;;;;
BRG_11_05;PR-013512-036;15.00;16.00;;0.00;6.50;43.10;43.10;6.70;0.40;0.00;0.00;0.10;0.10;53.00;265.00;;;;;;;;;;;;;
BRG_11_05;PR-013512-037;16.00;17.00;;0.00;8.70;46.90;40.00;3.90;0.20;0.00;0.00;0.00;0.30;55.00;253.00;;;;;;;;;;;;;
BRG_11_05;PR-013512-038;17.00;18.00;;0.00;5.10;42.40;47.40;4.80;0.20;0.00;0.00;0.00;0.10;53.00;264.00;;;;;;;;;;;;;
BRG_11_05;PR-013512-039;18.00;19.00;;0.10;4.10;38.10;50.40;6.90;0.20;0.00;0.00;0.10;0.10;51.00;273.00;;;;;;;;;;;;;
BRG_11_05;PR-013512-040;19.00;20.00;;0.00;4.30;36.30;51.60;7.50;0.10;0.00;0.00;0.00;0.10;51.00;273.00;;;;;;;;;;;;;
BRG_11_06;PR-013513-021;0.00;1.00;;3.40;18.40;44.20;25.50;4.30;1.40;0.00;0.20;0.70;1.90;58.00;276.00;;;;;;;;;;;;;
BRG_11_06;PR-013513-022;1.00;2.00;;8.90;20.20;33.10;23.80;3.30;0.70;1.40;2.00;0.40;6.10;63.00;311.00;;;;;;;;;;;;;
BRG_11_06;PR-013513-023;2.00;3.00;;8.40;22.00;40.60;20.00;2.60;1.20;0.30;0.70;0.80;3.60;59.00;312.00;;;;;;;;;;;;;
BRG_11_06;PR-013513-024;3.00;4.00;;2.20;22.40;50.60;19.00;2.10;0.50;0.00;0.30;0.40;2.40;61.00;245.00;;;;;;;;;;;;;
BRG_11_06;PR-013513-025;4.00;5.00;;1.40;23.70;45.70;21.70;3.20;0.70;0.00;0.40;0.20;3.00;62.00;240.00;;;;;;;;;;;;;
BRG_11_06;PR-013513-026;5.00;6.00;;0.20;30.30;54.00;11.60;0.70;0.10;0.10;0.30;0.00;2.70;66.00;207.00;;;;;;;;;;;;;
BRG_11_06;PR-013513-027;6.00;7.00;;0.10;30.30;55.60;11.00;0.50;0.10;0.00;0.20;0.00;2.00;66.00;205.00;;;;;;;;;;;;;
BRG_11_06;PR-013513-028;7.00;8.00;;0.00;24.60;59.90;14.30;0.50;0.10;0.00;0.00;0.00;0.60;63.00;213.00;;;;;;;;;;;;;
BRG_11_06;PR-013513-029;8.00;9.00;;0.00;26.60;54.80;15.60;1.50;0.20;0.00;0.10;0.00;1.10;63.00;214.00;;;;;;;;;;;;;
BRG_11_06;PR-013513-030;9.00;10.00;;2.40;21.20;38.20;25.70;5.70;0.90;0.10;0.90;0.00;4.70;61.00;257.00;;;;;;;;;;;;;
BRG_11_06;PR-013513-031;10.00;11.00;;0.00;17.60;47.20;27.00;6.40;0.60;0.00;0.10;0.00;1.00;58.00;242.00;;;;;;;;;;;;;
BRG_11_06;PR-013513-032;11.00;12.00;;0.00;12.50;48.30;32.20;5.60;0.60;0.00;0.10;0.00;0.70;57.00;249.00;;;;;;;;;;;;;
BRG_11_06;PR-013513-033;12.00;13.00;;0.00;10.50;48.00;37.30;3.40;0.20;0.00;0.10;0.00;0.60;56.00;248.00;;;;;;;;;;;;;
BRG_11_06;PR-013513-034;13.00;14.00;;0.40;9.30;42.70;42.00;4.60;0.20;0.00;0.10;0.10;0.70;55.00;260.00;;;;;;;;;;;;;
BRG_11_06;PR-013513-035;14.00;15.00;;0.10;7.70;45.50;41.70;4.60;0.10;0.00;0.00;0.00;0.30;54.00;257.00;;;;;;;;;;;;;
BRG_11_06;PR-013513-036;15.00;16.00;;0.00;12.10;52.80;32.50;1.90;0.10;0.00;0.00;0.00;0.50;57.00;240.00;;;;;;;;;;;;;
BRG_11_06;PR-013513-037;16.00;17.00;;0.00;17.20;50.70;27.00;3.20;0.20;0.20;0.40;0.00;1.10;60.00;233.00;;;;;;;;;;;;;
BRG_11_06;PR-013513-038;17.00;18.00;;0.00;14.50;53.20;29.40;2.20;0.10;0.00;0.00;0.00;0.60;58.00;236.00;;;;;;;;;;;;;
BRG_11_06;PR-013513-039;18.00;19.00;;0.00;11.80;50.50;34.80;2.30;0.10;0.00;0.00;0.00;0.40;57.00;243.00;;;;;;;;;;;;;
BRG_11_06;PR-013513-040;19.00;20.00;;0.00;13.80;51.50;31.50;2.30;0.10;0.00;0.00;0.10;0.60;58.00;239.00;;;;;;;;;;;;;
BRG_11_07;PR-013514-021;0.00;1.00;;1.50;21.40;44.30;25.00;3.50;0.60;0.00;0.30;0.40;2.90;61.00;247.00;;;;;;;;;;;;;
BRG_11_07;PR-013514-022;1.00;2.00;;0.70;16.40;52.90;26.50;2.20;0.10;0.00;0.10;0.10;1.10;59.00;239.00;;;;;;;;;;;;;
BRG_11_07;PR-013514-023;2.00;3.00;;0.30;12.00;52.90;31.30;2.70;0.30;0.00;0.00;0.10;0.50;57.00;245.00;;;;;;;;;;;;;
BRG_11_07;PR-013514-024;3.00;4.00;;0.10;15.20;50.60;29.30;3.80;0.10;0.00;0.00;0.00;0.80;58.00;239.00;;;;;;;;;;;;;
BRG_11_07;PR-013514-025;4.00;5.00;;0.00;14.10;55.10;27.80;2.50;0.20;0.00;0.00;0.00;0.30;58.00;236.00;;;;;;;;;;;;;
BRG_11_07;PR-013514-026;5.00;6.00;;0.10;17.00;56.50;23.70;1.90;0.10;0.00;0.00;0.00;0.60;60.00;230.00;;;;;;;;;;;;;
BRG_11_07;PR-013514-027;6.00;7.00;;0.00;21.50;57.10;18.80;1.30;0.10;0.00;0.10;0.00;1.00;62.00;220.00;;;;;;;;;;;;;
BRG_11_07;PR-013514-028;7.00;8.00;;0.00;22.10;56.70;18.40;1.70;0.20;0.00;0.10;0.00;0.80;62.00;221.00;;;;;;;;;;;;;
BRG_11_07;PR-013514-029;8.00;9.00;;0.00;25.30;57.70;14.80;1.00;0.10;0.00;0.10;0.00;1.00;63.00;213.00;;;;;;;;;;;;;
BRG_11_07;PR-013514-030;9.00;10.00;;0.00;21.60;56.40;18.30;2.10;0.20;0.00;0.10;0.00;1.10;62.00;221.00;;;;;;;;;;;;;
BRG_11_07;PR-013514-031;10.00;11.00;;0.10;25.70;56.40;14.50;1.40;0.20;0.10;0.20;0.00;1.50;64.00;215.00;;;;;;;;;;;;;
BRG_11_07;PR-013514-032;11.00;12.00;;0.00;21.80;60.10;15.30;1.30;0.10;0.00;0.20;0.00;1.10;63.00;216.00;;;;;;;;;;;;;
BRG_11_07;PR-013514-033;12.00;13.00;;0.00;20.90;62.10;15.50;0.60;0.00;0.00;0.10;0.00;0.70;62.00;216.00;;;;;;;;;;;;;
BRG_11_07;PR-013514-034;13.00;14.00;;0.00;11.90;61.40;25.60;0.90;0.00;0.00;0.00;0.00;0.20;59.00;232.00;;;;;;;;;;;;;
BRG_11_07;PR-013514-035;14.00;15.00;;0.10;23.80;58.70;15.60;0.60;0.10;0.00;0.00;0.00;1.00;63.00;215.00;;;;;;;;;;;;;
BRG_11_07;PR-013514-036;15.00;16.00;;0.10;14.10;51.20;31.40;2.20;0.30;0.00;0.00;0.10;0.60;58.00;240.00;;;;;;;;;;;;;
BRG_11_07;PR-013514-037;16.00;17.00;;0.20;12.30;48.00;36.10;2.50;0.10;0.00;0.00;0.00;0.80;57.00;246.00;;;;;;;;;;;;;
BRG_11_07;PR-013514-038;17.00;18.00;;0.50;17.20;47.20;31.40;1.80;0.10;0.00;0.10;0.10;1.40;59.00;239.00;;;;;;;;;;;;;
BRG_11_07;PR-013514-039;18.00;19.00;;0.10;25.70;44.90;25.20;1.50;0.00;0.00;0.20;0.00;2.20;63.00;222.00;;;;;;;;;;;;;
BRG_11_07;PR-013514-040;19.00;20.00;;0.00;29.20;43.90;21.90;1.50;0.10;0.10;0.30;0.00;2.90;65.00;216.00;;;;;;;;;;;;;
BRG_11_08;PR-013515-021;0.00;1.00;;0.00;14.20;53.90;27.70;3.50;0.20;0.00;0.00;0.10;0.30;58.00;239.00;;;;;;;;;;;;;
BRG_11_08;PR-013515-022;1.00;2.00;;0.00;17.80;59.30;20.70;1.70;0.10;0.00;0.00;0.00;0.40;60.00;226.00;;;;;;;;;;;;;
BRG_11_08;PR-013515-023;2.00;3.00;;0.00;19.90;55.90;21.80;1.70;0.20;0.00;0.00;0.00;0.50;61.00;225.00;;;;;;;;;;;;;
BRG_11_08;PR-013515-024;3.00;4.00;;0.00;20.60;55.40;21.00;2.00;0.10;0.00;0.10;0.00;0.70;61.00;224.00;;;;;;;;;;;;;
BRG_11_08;PR-013515-025;4.00;5.00;;0.00;18.70;55.30;22.90;2.40;0.30;0.00;0.00;0.00;0.50;60.00;229.00;;;;;;;;;;;;;
BRG_11_08;PR-013515-026;5.00;6.00;;0.00;24.30;57.50;15.60;1.40;0.10;0.00;0.10;0.00;0.90;63.00;215.00;;;;;;;;;;;;;
BRG_11_08;PR-013515-027;6.00;7.00;;0.00;22.60;59.50;15.50;1.40;0.10;0.00;0.10;0.00;0.80;63.00;217.00;;;;;;;;;;;;;
BRG_11_08;PR-013515-028;7.00;8.00;;0.00;17.70;55.70;23.50;2.10;0.10;0.00;0.10;0.00;0.70;60.00;228.00;;;;;;;;;;;;;
BRG_11_08;PR-013515-029;8.00;9.00;;0.00;17.30;62.10;19.10;0.90;0.00;0.00;0.10;0.00;0.50;61.00;222.00;;;;;;;;;;;;;
BRG_11_08;PR-013515-030;9.00;10.00;;0.00;20.00;61.30;17.00;0.90;0.00;0.00;0.10;0.00;0.60;62.00;218.00;;;;;;;;;;;;;
BRG_11_08;PR-013515-031;10.00;11.00;;0.00;16.20;56.70;25.30;1.00;0.00;0.00;0.10;0.00;0.70;60.00;228.00;;;;;;;;;;;;;
BRG_11_08;PR-013515-032;11.00;12.00;;0.00;11.80;54.30;32.10;1.20;0.00;0.00;0.10;0.00;0.50;58.00;238.00;;;;;;;;;;;;;
BRG_11_08;PR-013515-033;12.00;13.00;;0.00;15.50;54.10;27.90;1.20;0.00;0.00;0.10;0.00;1.00;59.00;231.00;;;;;;;;;;;;;
BRG_11_08;PR-013515-034;13.00;14.00;;0.50;14.10;47.30;34.20;2.10;0.10;0.00;0.20;0.10;1.40;58.00;245.00;;;;;;;;;;;;;
BRG_11_08;PR-013515-035;14.00;15.00;;0.10;9.50;46.90;40.10;3.00;0.10;0.00;0.00;0.00;0.30;55.00;252.00;;;;;;;;;;;;;
BRG_11_08;PR-013515-036;15.00;16.00;;0.00;27.70;45.40;22.30;1.40;0.10;0.00;0.30;0.00;2.70;64.00;217.00;;;;;;;;;;;;;
BRG_11_08;PR-013515-037;16.00;17.00;;0.20;29.80;41.10;21.50;2.60;0.30;0.10;0.50;0.10;3.90;65.00;220.00;;;;;;;;;;;;;
BRG_11_08;PR-013515-038;17.00;18.00;;0.20;31.80;41.90;18.20;2.40;0.40;0.20;0.50;0.20;4.10;66.00;215.00;;;;;;;;;;;;;
BRG_11_08;PR-013515-039;18.00;19.00;;0.10;23.20;41.50;26.90;3.60;0.40;0.20;0.50;0.10;3.40;63.00;230.00;;;;;;;;;;;;;
BRG_11_08;PR-013515-040;19.00;20.00;;0.10;21.80;41.00;29.30;4.70;0.20;0.10;0.30;0.10;2.40;61.00;236.00;;;;;;;;;;;;;
BRG_13_01;PR-014647-001;0.00;0.46;;0.00;36.30;58.60;3.80;0.00;0.00;0.00;0.10;0.00;1.10;68.00;194.00;;;;;;;;;;;;;tz
BRG_13_01;PR-014647-001;0.46;1.00;;0.00;36.30;58.60;3.80;0.00;0.00;0.00;0.10;0.00;1.10;68.00;194.00;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-002;1.00;2.00;;0.00;38.80;56.50;3.30;0.10;0.00;0.00;0.10;0.00;1.10;68.00;192.00;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-003;2.00;2.47;;0.00;37.10;58.10;3.60;0.10;0.00;0.00;0.10;0.00;0.90;68.00;194.00;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-003;2.47;3.00;;0.00;37.10;58.10;3.60;0.10;0.00;0.00;0.10;0.00;0.90;68.00;194.00;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-004;3.00;4.00;;0.00;33.30;61.70;4.10;0.00;0.00;0.00;0.00;0.00;0.70;67.00;197.00;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-005;4.00;5.00;;0.00;34.20;60.80;4.30;0.10;0.00;0.00;0.00;0.00;0.60;67.00;197.00;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-006;5.00;6.00;;0.00;33.60;60.40;5.10;0.10;0.00;0.00;0.00;0.00;0.70;67.00;198.00;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-007;6.00;7.00;;0.00;33.60;60.30;5.10;0.10;0.00;0.00;0.10;0.00;0.70;67.00;198.00;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-008;7.00;8.00;;0.00;32.60;61.60;5.00;0.10;0.00;0.00;0.00;0.00;0.60;66.00;198.00;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-009;8.00;9.00;;0.00;32.40;61.70;5.00;0.10;0.00;0.00;0.10;0.00;0.60;66.00;198.00;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-010;9.00;10.00;;0.00;31.10;62.80;5.30;0.00;0.00;0.00;0.10;0.00;0.60;66.00;199.00;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-011;10.00;11.00;;0.00;27.50;64.80;7.00;0.10;0.00;0.00;0.10;0.00;0.50;65.00;203.00;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-012;11.00;12.00;;0.00;27.50;65.00;6.90;0.10;0.00;0.00;0.00;0.00;0.50;65.00;204.00;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-013;12.00;13.00;;0.00;23.20;63.10;12.70;0.40;0.00;0.00;0.00;0.00;0.50;63.00;212.00;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-014;13.00;14.00;;0.00;22.50;63.80;12.70;0.40;0.00;0.00;0.10;0.00;0.50;63.00;212.00;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-015;14.00;15.00;;0.00;21.90;63.30;13.60;0.50;0.00;0.00;0.10;0.00;0.60;63.00;213.00;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-016;15.00;16.00;;0.00;16.60;62.10;19.40;1.20;0.10;0.00;0.00;0.00;0.40;60.00;224.00;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-017;16.00;17.00;;0.00;14.60;65.70;18.80;0.50;0.00;0.00;0.00;0.00;0.30;60.00;223.00;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-018;17.00;18.00;;0.00;10.20;65.20;24.20;0.20;0.00;0.00;0.00;0.00;0.10;58.00;230.00;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-019;18.00;19.00;;0.00;15.40;66.30;17.60;0.30;0.00;0.00;0.00;0.00;0.30;61.00;221.00;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-020;19.00;20.00;;0.00;7.60;63.30;28.70;0.20;0.00;0.00;0.00;0.00;0.10;57.00;235.00;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-021;20.00;20.68;;0.00;5.60;53.40;40.00;0.90;0.00;0.00;0.00;0.00;0.10;55.00;248.00;;;;;;;;;;;;;iz
BRG_13_01;PR-014647-021;20.68;21.00;;0.00;5.60;53.40;40.00;0.90;0.00;0.00;0.00;0.00;0.10;55.00;248.00;;;;;;;;;;;;;gz
BRG_13_01;PR-014647-022;21.00;22.00;;0.00;7.70;52.40;38.60;1.00;0.00;0.00;0.00;0.00;0.20;56.00;246.00;;;;;;;;;;;;;gz
BRG_13_01;PR-014647-023;22.00;23.00;;0.70;19.10;46.40;30.00;1.50;0.10;0.00;0.10;0.10;1.80;60.00;238.00;;;;;;;;;;;;;gz
BRG_13_01;PR-014647-024;23.00;24.00;;0.00;29.90;49.70;17.70;0.50;0.00;0.00;0.10;0.00;2.00;65.00;210.00;;;;;;;;;;;;;gz
BRG_13_01;PR-014647-025;24.00;25.00;;0.00;36.30;49.80;11.90;0.30;0.00;0.00;0.10;0.00;1.60;67.00;202.00;;;;;;;;;;;;;gz
BRG_13_01;PR-014647-026;25.00;26.00;;0.00;38.20;49.10;10.40;0.30;0.00;0.00;0.10;0.00;1.90;68.00;199.00;;;;;;;;;;;;;gz
BRG_13_01;PR-014647-027;26.00;27.00;;0.00;34.70;48.10;13.80;0.70;0.10;0.00;0.20;0.00;2.40;67.00;204.00;;;;;;;;;;;;;gz
BRG_13_01;PR-014647-028;27.00;28.00;;0.40;31.80;42.90;16.50;1.80;0.30;0.10;0.70;0.10;5.40;67.00;212.00;;;;;;;;;;;;;gz
BRG_13_02;PR-014648-001;0.00;0.01;;0.10;20.00;48.50;25.70;2.60;0.20;0.10;0.40;0.00;2.30;61.00;229.00;;;;;;;;;;;;;tz
BRG_13_02;PR-014648-001;0.01;1.00;;0.10;20.00;48.50;25.70;2.60;0.20;0.10;0.40;0.00;2.30;61.00;229.00;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-002;1.00;1.46;;0.90;19.70;41.20;28.70;4.90;0.50;0.10;0.60;0.10;3.20;61.00;245.00;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-002;1.46;2.00;;0.90;19.70;41.20;28.70;4.90;0.50;0.10;0.60;0.10;3.20;61.00;245.00;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-003;2.00;3.00;;1.10;33.50;53.00;7.70;0.50;0.20;0.20;0.50;0.20;3.20;68.00;210.00;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-004;3.00;4.00;;0.00;36.10;58.80;3.70;0.00;0.00;0.10;0.20;0.00;1.00;68.00;194.00;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-005;4.00;5.00;;0.00;35.40;58.90;4.10;0.10;0.00;0.10;0.20;0.00;1.20;68.00;195.00;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-006;5.00;6.00;;0.00;35.00;59.90;4.10;0.00;0.00;0.00;0.10;0.00;0.90;67.00;196.00;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-007;6.00;7.00;;0.20;32.80;59.70;5.50;0.10;0.00;0.00;0.10;0.20;1.40;67.00;201.00;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-008;7.00;8.00;;0.00;35.40;59.70;4.00;0.00;0.00;0.00;0.10;0.00;0.70;67.00;195.00;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-009;8.00;9.00;;0.00;34.90;60.30;4.00;0.00;0.00;0.00;0.00;0.00;0.70;67.00;196.00;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-010;9.00;10.00;;0.00;36.40;59.20;3.50;0.00;0.00;0.00;0.10;0.00;0.80;68.00;194.00;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-011;10.00;11.00;;0.00;32.80;62.00;4.50;0.00;0.00;0.00;0.00;0.00;0.60;67.00;198.00;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-012;11.00;12.00;;0.00;32.80;62.30;4.20;0.00;0.00;0.00;0.00;0.00;0.60;67.00;197.00;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-013;12.00;13.00;;0.10;29.90;63.40;5.70;0.10;0.00;0.00;0.00;0.10;0.70;66.00;202.00;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-014;13.00;14.00;;0.00;32.00;62.50;4.70;0.10;0.10;0.00;0.00;0.00;0.60;66.00;199.00;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-015;14.00;15.00;;0.00;32.10;62.90;4.30;0.00;0.10;0.00;0.00;0.00;0.50;66.00;198.00;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-016;15.00;16.00;;0.00;30.00;64.00;5.50;0.00;0.00;0.00;0.00;0.00;0.50;66.00;201.00;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-017;16.00;17.00;;0.00;30.50;63.50;5.20;0.00;0.00;0.00;0.00;0.00;0.70;66.00;200.00;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-018;17.00;18.00;;0.00;30.20;62.90;6.00;0.10;0.00;0.00;0.00;0.00;0.80;66.00;201.00;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-019;18.00;19.00;;0.00;30.60;63.80;5.00;0.10;0.00;0.00;0.00;0.00;0.40;66.00;200.00;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-020;19.00;20.00;;0.00;30.80;63.50;5.10;0.10;0.00;0.00;0.00;0.00;0.50;66.00;200.00;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-021;20.00;20.01;;0.70;26.90;56.20;13.10;1.20;0.20;0.00;0.10;0.10;1.40;64.00;219.00;;;;;;;;;;;;;iz
BRG_13_02;PR-014648-021;20.01;21.00;;0.70;26.90;56.20;13.10;1.20;0.20;0.00;0.10;0.10;1.40;64.00;219.00;;;;;;;;;;;;;gz
BRG_13_02;PR-014648-022;21.00;22.00;;1.60;20.30;45.30;28.40;1.50;0.10;0.00;0.20;0.10;2.40;60.00;244.00;;;;;;;;;;;;;gz
BRG_13_02;PR-014648-023;22.00;23.00;;0.10;29.60;48.90;18.50;0.60;0.00;0.00;0.10;0.00;2.00;64.00;212.00;;;;;;;;;;;;;gz
BRG_13_02;PR-014648-024;23.00;24.00;;0.00;32.80;50.10;15.00;0.50;0.00;0.00;0.10;0.00;1.60;66.00;207.00;;;;;;;;;;;;;gz
BRG_13_02;PR-014648-025;24.00;25.00;;0.00;38.80;48.60;10.40;0.30;0.00;0.00;0.10;0.00;1.80;68.00;198.00;;;;;;;;;;;;;gz
BRG_13_02;PR-014648-026;25.00;26.00;;0.00;35.70;50.10;11.90;0.20;0.00;0.00;0.10;0.00;1.90;67.00;201.00;;;;;;;;;;;;;gz
BRG_13_02;PR-014648-027;26.00;27.00;;0.00;32.20;49.20;15.70;0.70;0.00;0.00;0.10;0.00;2.10;66.00;208.00;;;;;;;;;;;;;gz
BRG_13_02;PR-014648-028;27.00;28.00;;1.40;29.10;42.00;18.10;2.20;0.20;0.20;0.90;0.10;5.90;67.00;225.00;;;;;;;;;;;;;gz
BRG_16_01;PR-016579-051;0.00;1.00;;46.70;8.90;10.20;9.70;6.70;3.30;4.00;3.20;1.90;5.40;48.00;700.00;;;;;;;;;2.19;PR-016579-001;95.00;2.54;ovb
BRG_16_01;PR-016579-052;1.00;2.00;;12.50;15.00;19.20;20.60;12.90;5.20;3.00;3.10;1.40;7.10;62.00;386.00;;;;;;;;;11.06;PR-016579-002;115.00;1.71;ovb
BRG_16_01;PR-016579-053;2.00;3.00;;;;;;;;;;;;;;;;;;;;;;;PR-016579-003;;;ovb
BRG_16_01;PR-016579-054;3.00;4.00;;;;;;;;;;;;;;;;;;;;;;;PR-016579-004;;;ovb
BRG_16_01;PR-016579-055;4.00;5.00;;;;;;;;;;;;;;;;;;;;;;;PR-016579-005;;;ovb
BRG_16_01;PR-016579-056;5.00;6.00;;;;;;;;;;;;;;;;;;;;;;;PR-016579-006;;;ovb
BRG_16_01;PR-016579-057;6.00;7.00;;;;;;;;;;;;;;;;;;;;;;;PR-016579-007;;;ovb
BRG_16_01;PR-016579-058;7.00;8.00;;;;;;;;;;;;;;;;;;;;;;;PR-016579-008;;;ovb
BRG_16_01;PR-016579-059;8.00;9.00;;;;;;;;;;;;;;;;;;;;;;;PR-016579-009;;;ovb
BRG_16_01;PR-016579-060;9.00;9.67;;15.90;11.50;15.60;15.50;12.50;11.60;3.20;3.00;5.60;5.60;56.00;470.00;;;;;;;;;3.39;PR-016579-010;104.00;1.98;ovb
BRG_16_01;PR-016579-060;9.67;10.00;;15.90;11.50;15.60;15.50;12.50;11.60;3.20;3.00;5.60;5.60;56.00;470.00;;;;;;;;;3.39;PR-016579-010;104.00;1.98;tz
BRG_16_01;PR-016579-061;10.00;11.00;;11.40;9.60;22.60;27.10;13.30;7.20;1.70;1.40;2.80;2.90;52.00;411.00;;;;;;;;;12.43;PR-016579-011;93.00;1.89;tz
BRG_16_01;PR-016579-062;11.00;12.00;;6.10;6.70;14.30;23.80;26.70;13.10;2.20;1.80;2.50;2.90;51.00;406.00;;;;;;;;;6.05;PR-016579-012;91.00;1.93;tz
BRG_16_01;PR-016579-063;12.00;13.00;;2.40;3.30;8.50;25.70;39.40;14.00;1.60;0.90;2.60;1.40;45.00;408.00;;;;;;;;;3.68;PR-016579-013;77.00;2.02;tz
BRG_16_01;PR-016579-064;13.00;14.00;;4.70;5.10;11.60;25.30;33.20;11.50;2.70;1.30;2.60;2.00;50.00;403.00;;;;;;;;;7.57;PR-016579-014;90.00;1.95;tz
BRG_16_01;PR-016579-065;14.00;15.00;;2.00;21.00;36.50;17.90;12.20;5.10;0.50;0.60;1.40;2.70;58.00;287.00;;;;;;;;;6.45;PR-016579-015;103.00;1.46;tz
BRG_16_01;PR-016579-066;15.00;16.00;;1.00;34.00;44.30;11.90;3.00;1.00;0.40;0.50;0.30;3.60;67.00;221.00;;;;;;;;;9.46;PR-016579-016;120.00;1.16;tz
BRG_16_01;PR-016579-067;16.00;17.00;;0.00;22.70;50.10;22.30;2.80;0.30;0.20;0.20;0.00;1.40;62.00;225.00;;;;;;;;;1.29;PR-016579-017;110.00;1.24;tz
