hole_id;samp_id;depth_from;depth_to;gravel;z_1000;z_125;z_180;z_250;z_355;z_500;z_0;z_63;z_710;z_90;afa;ags;al_wa;ca_wa;fe_wa;k_wa;mg_wa;na_wa;si_wa;ti_wa;clay;samp_id_clay;spec_surf;FinMod;code_geol
201;;-0.83;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;gz
201;;0.00;10.48;;;;;;;;;;;;;;;;;;;;;;;;;;gz
201;;10.48;11.94;;;;;;;;;;;;;;;;;;;;;;;;;;gz
201;;11.94;19.50;;;;;;;;;;;;;;;;;;;;;;;;;;gz
201;;19.50;22.00;;;;;;;;;;;;;;;;;;;;;;;;;;gz
201;;22.00;29.55;;;;;;;;;;;;;;;;;;;;;;;;;;gz
201;;29.55;31.01;;;;;;;;;;;;;;;;;;;;;;;;;;gz
201;;31.01;42.33;;;;;;;;;;;;;;;;;;;;;;;;;;gz
677_2;;-0.97;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;gz
677_2;;0.00;8.02;;;;;;;;;;;;;;;;;;;;;;;;;;gz
677_2;;8.02;11.02;;;;;;;;;;;;;;;;;;;;;;;;;;gz
677_2;;11.02;16.98;;;;;;;;;;;;;;;;;;;;;;;;;;gz
677_2;;16.98;21.02;;;;;;;;;;;;;;;;;;;;;;;;;;gz
677_2;;21.02;26.98;;;;;;;;;;;;;;;;;;;;;;;;;;gz
677_2;;26.98;29.98;;;;;;;;;;;;;;;;;;;;;;;;;;gz
677_2;;29.98;38.98;;;;;;;;;;;;;;;;;;;;;;;;;;gz
877_3;;0.00;24.83;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
877_3;;24.83;27.52;;;;;;;;;;;;;;;;;;;;;;;;;;tz
877_3;;27.52;28.83;;;;;;;;;;;;;;;;;;;;;;;;;;bc
877_3;;28.83;38.57;;;;;;;;;;;;;;;;;;;;;;;;;;iz
877_3;;38.57;48.00;;;;;;;;;;;;;;;;;;;;;;;;;;gz
877_4;;-0.25;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;gz
877_4;;0.00;9.74;;;;;;;;;;;;;;;;;;;;;;;;;;gz
877_4;;9.74;11.74;;;;;;;;;;;;;;;;;;;;;;;;;;gz
877_4;;11.74;17.67;;;;;;;;;;;;;;;;;;;;;;;;;;gz
877_4;;17.67;24.32;;;;;;;;;;;;;;;;;;;;;;;;;;gz
877_4;;24.32;30.26;;;;;;;;;;;;;;;;;;;;;;;;;;gz
877_4;;30.26;32.26;;;;;;;;;;;;;;;;;;;;;;;;;;gz
877_4;;32.26;42.26;;;;;;;;;;;;;;;;;;;;;;;;;;gz
977_6;;-0.25;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;gz
977_6;;0.00;13.74;;;;;;;;;;;;;;;;;;;;;;;;;;gz
977_6;;13.74;14.74;;;;;;;;;;;;;;;;;;;;;;;;;;gz
977_6;;14.74;16.26;;;;;;;;;;;;;;;;;;;;;;;;;;gz
977_6;;16.26;27.74;;;;;;;;;;;;;;;;;;;;;;;;;;gz
977_6;;27.74;29.26;;;;;;;;;;;;;;;;;;;;;;;;;;gz
977_6;;29.26;30.26;;;;;;;;;;;;;;;;;;;;;;;;;;gz
977_6;;30.26;44.26;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B11_90_1;;0.00;7.50;;;;;;;;;;;;;;;;;;;;;;;;;;tz
B11_90_1;;7.50;8.75;;;;;;;;;;;;;;;;;;;;;;;;;;bc
B11_90_1;;8.75;19.05;;;;;;;;;;;;;;;;;;;;;;;;;;iz
B11_90_1;;19.05;30.00;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B11_90_2;;0.00;9.80;;;;;;;;;;;;;;;;;;;;;;;;;;tz
B11_90_2;;9.80;9.98;;;;;;;;;;;;;;;;;;;;;;;;;;bc
B11_90_2;;9.98;11.61;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B11_90_2;;11.61;19.38;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B11_90_2;;19.38;21.01;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B11_90_2;;21.01;21.20;;;;;;;;;;;;;;;;;;;;;;;;;;bc
B11_90_3;;0.00;1.58;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
B11_90_3;;1.58;11.76;;;;;;;;;;;;;;;;;;;;;;;;;;tz
B11_90_3;;11.76;13.59;;;;;;;;;;;;;;;;;;;;;;;;;;bc
B11_90_3;;13.59;22.50;;;;;;;;;;;;;;;;;;;;;;;;;;iz
B11_90_3;;22.50;32.00;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B11_90_4;;0.00;3.77;;;;;;;;;;;;;;;;;;;;;;;;;;tz
B11_90_4;;3.77;4.40;;;;;;;;;;;;;;;;;;;;;;;;;;bc
B11_90_4;;4.40;15.51;;;;;;;;;;;;;;;;;;;;;;;;;;iz
B11_90_4;;15.51;25.00;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B34;;0.00;14.00;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
B34;;14.00;15.05;;;;;;;;;;;;;;;;;;;;;;;;;;iz
B34;;15.05;15.90;;;;;;;;;;;;;;;;;;;;;;;;;;iz
B34;;15.90;26.59;;;;;;;;;;;;;;;;;;;;;;;;;;iz
B34;;26.59;27.44;;;;;;;;;;;;;;;;;;;;;;;;;;iz
B34;;27.44;28.50;;;;;;;;;;;;;;;;;;;;;;;;;;iz
B35;;0.00;6.50;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
B35;;6.50;7.50;;;;;;;;;;;;;;;;;;;;;;;;;;iz
B35;;7.50;15.60;;;;;;;;;;;;;;;;;;;;;;;;;;iz
B35;;15.60;20.50;;;;;;;;;;;;;;;;;;;;;;;;;;iz
B35;;20.50;28.60;;;;;;;;;;;;;;;;;;;;;;;;;;iz
B35;;28.60;29.60;;;;;;;;;;;;;;;;;;;;;;;;;;iz
B83;;-0.82;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B83;;0.00;18.50;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B83;;18.50;19.97;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B83;;19.97;20.00;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B83;;20.00;25.50;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B83;;25.50;25.52;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B83;;25.52;27.00;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B83;;27.00;46.32;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B85;;0.00;6.49;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
B85;;6.49;9.50;;;;;;;;;;;;;;;;;;;;;;;;;;iz
B85;;9.50;18.50;;;;;;;;;;;;;;;;;;;;;;;;;;iz
B85;;18.50;20.50;;;;;;;;;;;;;;;;;;;;;;;;;;iz
B85;;20.50;29.50;;;;;;;;;;;;;;;;;;;;;;;;;;iz
B85;;29.50;32.50;;;;;;;;;;;;;;;;;;;;;;;;;;iz
B86;;0.00;14.05;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B86;;14.05;17.00;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B86;;17.00;18.00;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B86;;18.00;21.00;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B86;;21.00;22.00;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B86;;22.00;24.94;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B86;;24.94;39.00;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B92_1;;-0.97;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B92_1;;0.00;3.58;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B92_1;;3.58;14.28;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B92_1;;14.28;14.63;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B92_1;;14.63;15.36;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B92_1;;15.36;15.72;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B92_1;;15.72;26.41;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B92_1;;26.41;30.97;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B92_2;;-0.07;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B92_2;;0.00;2.83;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B92_2;;2.83;11.93;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B92_2;;11.93;12.93;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B92_2;;12.93;15.07;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B92_2;;15.07;16.07;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B92_2;;16.07;25.16;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B92_2;;25.16;28.07;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B92_3;;0.00;5.31;;;;;;;;;;;;;;;;;;;;;;;;;;tz
B92_3;;5.31;5.68;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B92_3;;5.68;23.32;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B92_3;;23.32;23.68;;;;;;;;;;;;;;;;;;;;;;;;;;gz
B92_4;;0.00;2.90;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
B92_4;;2.90;11.30;;;;;;;;;;;;;;;;;;;;;;;;;;tz
B92_4;;11.30;11.70;;;;;;;;;;;;;;;;;;;;;;;;;;iz
B92_4;;11.70;11.70;;;;;;;;;;;;;;;;;;;;;;;;;;iz
B92_4;;12.30;12.70;;;;;;;;;;;;;;;;;;;;;;;;;;iz
B92_4;;12.70;21.09;;;;;;;;;;;;;;;;;;;;;;;;;;tz
B94_6_B1;;0.00;0.49;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
B94_6_B1;;0.49;5.76;;;;;;;;;;;;;;;;;;;;;;;;;;tz
B94_6_B1;;5.76;7.32;;;;;;;;;;;;;;;;;;;;;;;;;;iz
B94_6_B1;;7.32;9.77;;;;;;;;;;;;;;;;;;;;;;;;;;iz
B94_6_B1;;9.77;11.34;;;;;;;;;;;;;;;;;;;;;;;;;;iz
B94_6_B1;;11.34;16.60;;;;;;;;;;;;;;;;;;;;;;;;;;tz
BL92_1;;-0.96;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;gz
BL92_1;;0.00;2.97;;;;;;;;;;;;;;;;;;;;;;;;;;gz
BL92_1;;2.97;13.03;;;;;;;;;;;;;;;;;;;;;;;;;;gz
BL92_1;;13.03;14.97;;;;;;;;;;;;;;;;;;;;;;;;;;gz
BL92_1;;14.97;25.03;;;;;;;;;;;;;;;;;;;;;;;;;;gz
BL92_1;;25.03;28.97;;;;;;;;;;;;;;;;;;;;;;;;;;gz
BRG_00_01;;0.00;9.39;;;;;;;;;;;;;;;;;;;;;;;;;;tz
BRG_00_01;;9.39;11.52;;;;;;;;;;;;;;;;;;;;;;;;;;bc
BRG_00_01;;11.52;19.76;;;;;;;;;;;;;;;;;;;;;;;;;;iz
BRG_00_01;;19.76;28.00;;;;;;;;;;;;;;;;;;;;;;;;;;gz
BRG_00_02;;0.00;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_00_02;;0.15;8.08;;;;;;;;;;;;;;;;;;;;;;;;;;tz
BRG_00_02;;8.08;11.08;;;;;;;;;;;;;;;;;;;;;;;;;;bc
BRG_00_02;;11.08;21.08;;;;;;;;;;;;;;;;;;;;;;;;;;iz
BRG_00_02;;21.08;27.00;;;;;;;;;;;;;;;;;;;;;;;;;;gz
BRG_01_01;;0.00;0.09;;0.00;15.50;51.50;25.00;4.10;0.50;0.00;0.50;0.10;2.70;61.00;235.00;;;;;;;;;;;;;ovb
BRG_01_01;;0.09;6.00;;0.00;15.50;51.50;25.00;4.10;0.50;0.00;0.50;0.10;2.70;61.00;235.00;;;;;;;;;;;;;tz
BRG_01_01;;6.00;8.00;;0.00;11.00;58.20;27.20;2.90;0.20;0.00;0.00;0.00;0.40;59.00;238.00;;;;;;;;;;;;;tz
BRG_01_01;;8.00;9.90;;0.00;5.00;38.10;48.40;7.80;0.30;0.00;0.00;0.00;0.20;52.00;271.00;;;;;;;;;;;;;tz
BRG_01_01;;9.90;10.00;;0.00;5.00;38.10;48.40;7.80;0.30;0.00;0.00;0.00;0.20;52.00;271.00;;;;;;;;;;;;;bc
BRG_01_01;;10.00;10.51;;;;;;;;;;;;;;;;;;;;;;;;;;bc
BRG_01_01;;10.51;11.00;;;;;;;;;;;;;;;;;;;;;;;;;;iz
BRG_01_01;;11.00;15.00;;0.00;23.00;64.40;11.60;0.60;0.00;0.00;0.00;0.00;0.30;65.00;212.00;;;;;;;;;;;;;iz
BRG_01_01;;15.00;17.00;;0.00;22.10;68.30;9.10;0.10;0.00;0.00;0.00;0.00;0.40;65.00;209.00;;;;;;;;;;;;;iz
BRG_01_01;;17.00;19.00;;0.00;17.10;66.30;16.20;0.20;0.00;0.00;0.00;0.00;0.20;63.00;219.00;;;;;;;;;;;;;iz
BRG_01_01;;19.00;20.00;;0.00;11.00;71.00;17.60;0.20;0.00;0.00;0.00;0.00;0.10;61.00;224.00;;;;;;;;;;;;;iz
BRG_01_01;;20.00;21.00;;0.00;10.30;65.10;23.70;0.70;0.00;0.00;0.00;0.00;0.10;60.00;230.00;;;;;;;;;;;;;iz
BRG_01_01;;21.00;23.00;;0.00;11.00;67.40;20.60;0.80;0.00;0.00;0.00;0.00;0.20;60.00;228.00;;;;;;;;;;;;;iz
BRG_01_01;;23.00;23.21;;0.00;11.80;65.80;20.50;1.40;0.10;0.00;0.00;0.00;0.20;60.00;228.00;;;;;;;;;;;;;iz
BRG_01_01;;23.21;28.00;;0.00;11.80;65.80;20.50;1.40;0.10;0.00;0.00;0.00;0.20;60.00;228.00;;;;;;;;;;;;;gz
BRG_01_01;;28.00;30.00;;0.00;5.00;43.90;47.50;3.20;0.10;0.00;0.00;0.00;0.30;54.00;260.00;;;;;;;;;;;;;gz
BRG_01_02;;0.00;0.45;;0.00;13.60;46.60;28.00;7.10;1.10;0.10;0.80;0.00;2.70;60.00;246.00;;;;;;;;;;;;;ovb
BRG_01_02;;0.45;4.00;;0.00;13.60;46.60;28.00;7.10;1.10;0.10;0.80;0.00;2.70;60.00;246.00;;;;;;;;;;;;;tz
BRG_01_02;;4.00;6.00;;0.00;17.20;48.80;24.90;4.90;0.50;0.10;0.50;0.10;3.10;62.00;235.00;;;;;;;;;;;;;tz
BRG_01_02;;6.00;7.00;;0.00;26.00;51.70;16.30;0.60;0.00;0.00;0.30;0.00;5.10;68.00;208.00;;;;;;;;;;;;;tz
BRG_01_02;;7.00;9.00;;0.00;27.60;54.70;14.60;1.20;0.10;0.00;0.10;0.00;1.60;66.00;211.00;;;;;;;;;;;;;tz
BRG_01_02;;9.00;11.00;;0.00;7.90;64.60;24.80;2.40;0.10;0.00;0.00;0.00;0.20;59.00;237.00;;;;;;;;;;;;;tz
BRG_01_02;;11.00;11.05;;;;;;;;;;;;;;;;;;;;;;;;;;tz
BRG_01_02;;11.05;11.88;;;;;;;;;;;;;;;;;;;;;;;;;;bc
BRG_01_02;;11.88;12.00;;;;;;;;;;;;;;;;;;;;;;;;;;iz
BRG_01_02;;12.00;13.00;;0.00;13.60;48.70;34.80;1.90;0.10;0.00;0.00;0.00;0.90;58.00;240.00;;;;;;;;;;;;;iz
BRG_01_02;;13.00;15.00;;0.00;20.30;60.70;17.60;0.80;0.00;0.00;0.00;0.00;0.50;63.00;219.00;;;;;;;;;;;;;iz
BRG_01_02;;15.00;17.00;;0.00;21.10;69.60;8.90;0.10;0.00;0.00;0.00;0.00;0.30;65.00;209.00;;;;;;;;;;;;;iz
BRG_01_02;;17.00;19.00;;0.00;22.10;67.60;10.10;0.00;0.00;0.00;0.00;0.00;0.10;65.00;210.00;;;;;;;;;;;;;iz
BRG_01_02;;19.00;21.00;;0.00;15.60;72.20;11.90;0.10;0.00;0.00;0.00;0.00;0.20;63.00;216.00;;;;;;;;;;;;;iz
BRG_01_02;;21.00;22.00;;0.00;15.00;66.70;17.70;0.40;0.00;0.00;0.00;0.00;0.20;62.00;222.00;;;;;;;;;;;;;iz
BRG_01_02;;22.00;24.00;;0.00;7.50;66.80;24.20;1.30;0.00;0.00;0.00;0.00;0.10;59.00;234.00;;;;;;;;;;;;;iz
BRG_01_02;;24.00;24.46;;0.00;14.70;62.80;20.20;1.60;0.10;0.00;0.10;0.00;0.40;61.00;226.00;;;;;;;;;;;;;iz
BRG_01_02;;24.46;28.00;;0.00;14.70;62.80;20.20;1.60;0.10;0.00;0.10;0.00;0.40;61.00;226.00;;;;;;;;;;;;;gz
BRG_01_03;;0.00;2.00;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_01_03;;2.00;2.03;;0.00;9.30;47.00;32.60;6.80;0.60;0.00;1.30;0.00;2.40;58.00;250.00;;;;;;;;;;;;;ovb
BRG_01_03;;2.03;4.00;;0.00;9.30;47.00;32.60;6.80;0.60;0.00;1.30;0.00;2.40;58.00;250.00;;;;;;;;;;;;;tz
BRG_01_03;;4.00;5.00;;0.00;18.30;48.50;24.20;4.10;0.60;0.00;0.80;0.00;3.40;63.00;231.00;;;;;;;;;;;;;tz
BRG_01_03;;5.00;8.00;;0.00;17.60;60.50;18.30;0.90;0.00;0.00;0.10;0.00;2.50;64.00;219.00;;;;;;;;;;;;;tz
BRG_01_03;;8.00;9.00;;0.00;11.50;58.80;27.90;1.40;0.10;0.00;0.00;0.00;0.30;59.00;235.00;;;;;;;;;;;;;tz
BRG_01_03;;9.00;11.00;;0.00;16.20;58.10;24.30;0.90;0.10;0.00;0.00;0.00;0.30;61.00;228.00;;;;;;;;;;;;;tz
BRG_01_03;;11.00;12.00;;0.00;11.20;60.20;23.30;4.70;0.20;0.00;0.00;0.00;0.30;59.00;239.00;;;;;;;;;;;;;tz
BRG_01_03;;12.00;12.21;;0.00;16.70;67.70;13.30;1.80;0.10;0.00;0.00;0.00;0.40;63.00;220.00;;;;;;;;;;;;;tz
BRG_01_03;;12.21;12.47;;0.00;16.70;67.70;13.30;1.80;0.10;0.00;0.00;0.00;0.40;63.00;220.00;;;;;;;;;;;;;bc
BRG_01_03;;12.47;16.00;;0.00;16.70;67.70;13.30;1.80;0.10;0.00;0.00;0.00;0.40;63.00;220.00;;;;;;;;;;;;;iz
BRG_01_03;;16.00;20.00;;0.00;20.50;70.80;8.20;0.10;0.00;0.00;0.00;0.00;0.30;65.00;209.00;;;;;;;;;;;;;iz
BRG_01_03;;20.00;21.00;;0.00;8.20;77.30;14.30;0.00;0.00;0.00;0.00;0.00;0.10;61.00;222.00;;;;;;;;;;;;;iz
BRG_01_03;;21.00;23.00;;0.00;10.80;70.00;18.50;0.60;0.00;0.00;0.00;0.00;0.10;61.00;226.00;;;;;;;;;;;;;iz
BRG_01_03;;23.00;27.80;;0.00;14.50;64.30;19.60;1.20;0.20;0.00;0.00;0.00;0.30;61.00;226.00;;;;;;;;;;;;;iz
BRG_01_03;;27.80;28.00;;0.00;14.50;64.30;19.60;1.20;0.20;0.00;0.00;0.00;0.30;61.00;226.00;;;;;;;;;;;;;gz
BRG_01_03;;28.00;32.00;;0.00;10.00;61.00;27.50;1.20;0.00;0.00;0.10;0.00;0.10;59.00;235.00;;;;;;;;;;;;;gz
BRG_01_04;;0.00;0.45;;0.00;13.60;50.00;26.30;4.90;0.50;0.00;1.40;0.00;3.20;62.00;236.00;;;;;;;;;;;;;ovb
BRG_01_04;;0.45;3.00;;0.00;13.60;50.00;26.30;4.90;0.50;0.00;1.40;0.00;3.20;62.00;236.00;;;;;;;;;;;;;tz
BRG_01_04;;3.00;6.00;;0.00;15.80;52.30;23.10;2.60;0.20;0.10;1.20;0.00;4.60;64.00;225.00;;;;;;;;;;;;;tz
BRG_01_04;;6.00;10.00;;0.00;8.20;47.80;40.20;3.20;0.20;0.00;0.00;0.00;0.30;56.00;252.00;;;;;;;;;;;;;tz
BRG_01_04;;10.00;12.00;;0.00;14.30;67.50;16.80;0.90;0.10;0.00;0.10;0.00;0.40;62.00;223.00;;;;;;;;;;;;;tz
BRG_01_04;;12.00;12.35;;0.00;27.20;67.80;4.30;0.10;0.00;0.00;0.10;0.00;0.40;67.00;201.00;;;;;;;;;;;;;tz
BRG_01_04;;12.35;12.46;;0.00;27.20;67.80;4.30;0.10;0.00;0.00;0.10;0.00;0.40;67.00;201.00;;;;;;;;;;;;;bc
BRG_01_04;;12.46;13.00;;0.00;27.20;67.80;4.30;0.10;0.00;0.00;0.10;0.00;0.40;67.00;201.00;;;;;;;;;;;;;iz
BRG_01_04;;13.00;15.00;;0.00;21.50;71.20;6.90;0.00;0.00;0.00;0.10;0.00;0.20;65.00;207.00;;;;;;;;;;;;;iz
BRG_01_04;;15.00;17.00;;0.00;22.50;71.60;5.40;0.10;0.00;0.00;0.10;0.00;0.30;66.00;205.00;;;;;;;;;;;;;iz
BRG_01_04;;17.00;19.00;;0.10;12.80;78.30;8.50;0.10;0.00;0.00;0.00;0.00;0.10;63.00;215.00;;;;;;;;;;;;;iz
BRG_01_04;;19.00;22.00;;0.00;11.90;71.70;16.00;0.20;0.00;0.00;0.00;0.00;0.10;62.00;222.00;;;;;;;;;;;;;iz
BRG_01_04;;22.00;23.00;;0.00;9.20;68.40;21.60;0.60;0.00;0.00;0.00;0.00;0.10;60.00;229.00;;;;;;;;;;;;;iz
BRG_01_04;;23.00;26.00;;0.00;13.70;66.30;18.80;0.70;0.00;0.00;0.00;0.00;0.20;61.00;224.00;;;;;;;;;;;;;iz
BRG_01_04;;26.00;29.89;;0.00;4.90;68.10;26.10;0.60;0.10;0.00;0.10;0.00;0.20;58.00;236.00;;;;;;;;;;;;;iz
BRG_01_04;;29.89;30.00;;0.00;4.90;68.10;26.10;0.60;0.10;0.00;0.10;0.00;0.20;58.00;236.00;;;;;;;;;;;;;gz
BRG_01_04;;30.00;33.00;;0.00;4.20;52.10;42.70;0.70;0.00;0.00;0.00;0.00;0.10;55.00;251.00;;;;;;;;;;;;;gz
BRG_01_05;;0.00;0.31;;0.00;12.80;59.80;23.30;1.00;0.10;0.00;0.20;0.00;2.80;62.00;227.00;;;;;;;;;;;;;ovb
BRG_01_05;;0.31;3.00;;0.00;12.80;59.80;23.30;1.00;0.10;0.00;0.20;0.00;2.80;62.00;227.00;;;;;;;;;;;;;tz
BRG_01_05;;3.00;6.00;;0.00;6.40;49.00;38.50;5.50;0.40;0.00;0.00;0.00;0.10;55.00;258.00;;;;;;;;;;;;;tz
BRG_01_05;;6.00;8.00;;0.00;6.00;56.60;34.80;2.20;0.00;0.00;0.00;0.00;0.30;56.00;246.00;;;;;;;;;;;;;tz
BRG_01_05;;8.00;8.31;;0.00;19.60;67.20;12.20;0.60;0.00;0.00;0.00;0.00;0.30;64.00;214.00;;;;;;;;;;;;;tz
BRG_01_05;;8.31;9.00;;0.00;19.60;67.20;12.20;0.60;0.00;0.00;0.00;0.00;0.30;64.00;214.00;;;;;;;;;;;;;iz
BRG_01_05;;9.00;12.00;;0.00;20.80;72.80;5.90;0.00;0.00;0.00;0.10;0.00;0.20;65.00;206.00;;;;;;;;;;;;;iz
BRG_01_05;;12.00;14.00;;0.00;11.50;80.00;8.10;0.00;0.00;0.00;0.00;0.00;0.20;63.00;214.00;;;;;;;;;;;;;iz
BRG_01_05;;14.00;16.00;;0.00;8.30;82.00;9.60;0.00;0.00;0.00;0.00;0.00;0.10;62.00;218.00;;;;;;;;;;;;;iz
BRG_01_05;;16.00;18.00;;0.00;10.80;72.70;16.10;0.20;0.00;0.00;0.00;0.00;0.00;61.00;222.00;;;;;;;;;;;;;iz
BRG_01_05;;18.00;20.00;;0.00;7.20;71.90;20.20;0.40;0.00;0.00;0.00;0.00;0.20;60.00;229.00;;;;;;;;;;;;;iz
BRG_01_05;;20.00;23.00;;0.00;7.30;65.30;25.50;1.60;0.10;0.00;0.00;0.00;0.10;58.00;236.00;;;;;;;;;;;;;iz
BRG_01_05;;23.00;25.00;;0.00;7.60;54.20;34.70;2.90;0.20;0.00;0.00;0.00;0.20;56.00;247.00;;;;;;;;;;;;;iz
BRG_01_05;;25.00;25.31;;0.00;2.70;52.80;43.90;0.50;0.00;0.00;0.00;0.00;0.10;55.00;253.00;;;;;;;;;;;;;iz
BRG_01_05;;25.31;28.00;;0.00;2.70;52.80;43.90;0.50;0.00;0.00;0.00;0.00;0.10;55.00;253.00;;;;;;;;;;;;;gz
BRG_01_05;;28.00;30.00;;0.00;3.40;45.00;50.20;1.20;0.00;0.00;0.00;0.00;0.10;53.00;259.00;;;;;;;;;;;;;gz
BRG_01_06;;0.00;1.00;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_01_06;;1.00;1.24;;0.00;17.20;51.20;22.60;3.60;1.50;0.00;0.20;0.00;3.70;62.00;233.00;;;;;;;;;;;;;ovb
BRG_01_06;;1.24;2.00;;0.00;17.20;51.20;22.60;3.60;1.50;0.00;0.20;0.00;3.70;62.00;233.00;;;;;;;;;;;;;tz
BRG_01_06;;2.00;6.00;;0.00;17.50;61.10;17.40;0.90;0.10;0.00;0.20;0.00;2.70;64.00;218.00;;;;;;;;;;;;;tz
BRG_01_06;;6.00;8.00;;0.00;7.70;44.10;43.20;4.50;0.20;0.00;0.00;0.00;0.20;54.00;258.00;;;;;;;;;;;;;tz
BRG_01_06;;8.00;9.61;;0.00;13.80;71.30;14.00;0.60;0.00;0.00;0.10;0.00;0.30;63.00;220.00;;;;;;;;;;;;;tz
BRG_01_06;;9.61;9.71;;0.00;13.80;71.30;14.00;0.60;0.00;0.00;0.10;0.00;0.30;63.00;220.00;;;;;;;;;;;;;bc
BRG_01_06;;9.71;10.00;;0.00;13.80;71.30;14.00;0.60;0.00;0.00;0.10;0.00;0.30;63.00;220.00;;;;;;;;;;;;;iz
BRG_01_06;;10.00;11.00;;0.00;24.40;70.60;4.60;0.00;0.00;0.00;0.00;0.00;0.30;66.00;203.00;;;;;;;;;;;;;iz
BRG_01_06;;11.00;14.00;;0.00;22.10;73.00;4.50;0.10;0.00;0.00;0.00;0.00;0.30;66.00;205.00;;;;;;;;;;;;;iz
BRG_01_06;;14.00;17.00;;0.00;12.10;79.70;8.00;0.10;0.00;0.00;0.00;0.00;0.10;63.00;215.00;;;;;;;;;;;;;iz
BRG_01_06;;17.00;20.00;;0.00;6.40;77.40;15.90;0.20;0.00;0.00;0.00;0.00;0.00;60.00;225.00;;;;;;;;;;;;;iz
BRG_01_06;;20.00;22.00;;0.00;6.00;73.90;19.30;0.70;0.00;0.00;0.00;0.00;0.00;60.00;229.00;;;;;;;;;;;;;iz
BRG_01_06;;22.00;24.00;;0.00;5.70;65.10;27.20;1.90;0.10;0.00;0.00;0.00;0.10;58.00;240.00;;;;;;;;;;;;;iz
BRG_01_06;;24.00;26.00;;0.00;15.20;62.40;20.70;1.20;0.00;0.00;0.10;0.00;0.30;61.00;225.00;;;;;;;;;;;;;iz
BRG_01_06;;26.00;28.00;;0.00;8.60;64.40;26.40;0.40;0.00;0.00;0.00;0.00;0.20;59.00;233.00;;;;;;;;;;;;;iz
BRG_01_06;;28.00;29.61;;0.00;4.70;53.80;40.70;0.60;0.00;0.00;0.00;0.00;0.10;55.00;249.00;;;;;;;;;;;;;iz
BRG_01_06;;29.61;30.00;;0.00;4.70;53.80;40.70;0.60;0.00;0.00;0.00;0.00;0.10;55.00;249.00;;;;;;;;;;;;;gz
BRG_01_07;;0.00;3.00;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_01_07;;3.00;5.67;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_01_07;;5.67;6.00;;;;;;;;;;;;;;;;;;;;;;;;;;tz
